100,100,95,91,86,86,77,74,68,62,47,42,40,31,24,21,16,15,8,5,4,3,3,1,0,0,0,0,0,0,0,0,0
0,0,4,8,11,11,19,19,23,27,36,37,36,41,45,50,54,52,51,51,51,49,47,48,45,41,42,45,43,43,40,39,40
