3,0.353553,1,0.000103052,1,645.43,645.43,307.488,1,0,
3,0.353553,2,8.4989e-05,1,739.235,739.235,319.246,1,0,
3,0.353553,3,5.4052e-05,1,382.339,382.339,289.965,1,0,
3,0.353553,4,0.000101881,1,530.814,530.814,205.25,1,0,
3,0.353553,5,6.6755e-05,1,474.288,474.288,360.816,1,0,
3,0.353553,6,5.8039e-05,1,432.921,432.921,185.297,1,0,
3,0.353553,7,4.6086e-05,1,386.935,386.935,263.339,1,0,
3,0.353553,8,0.000153547,1,646.039,646.354,309.018,2,0,
3,0.353553,9,7.3227e-05,1,679.205,679.205,260.546,1,0,
3,0.353553,10,9.3756e-05,1,737.69,737.69,356.344,1,0,
3,0.353553,11,0.000125805,1,706.845,712.748,293.474,2,0,
3,0.353553,12,6.7245e-05,1,478.94,478.94,259.949,1,0,
3,0.353553,13,8.2063e-05,1,797.018,797.018,431.55,1,0,
3,0.353553,14,0.000484413,1,1031.37,1039.85,384.757,7,0,
3,0.353553,15,7.1443e-05,1,452.098,452.098,276.67,1,0,
3,0.353553,16,7.477e-05,1,665.407,665.407,342.111,1,0,
3,0.353553,17,0.000161731,1,480.769,496.441,254.345,2,0,
3,0.353553,18,7.7425e-05,1,617.349,617.349,313.978,1,0,
3,0.353553,19,6.7436e-05,1,450.665,450.665,279.921,1,0,
3,0.353553,20,0.000254195,1,742.439,743.399,331.714,4,0,
3,0.353553,21,9.1782e-05,1,836.987,836.987,355.966,1,0,
3,0.353553,22,5.6136e-05,1,510.888,510.888,273.2,1,0,
3,0.353553,23,0.000146764,1,802.454,808.357,342.827,2,0,
3,0.353553,24,0.000156733,1,1003.03,1007.84,347.637,2,0,
3,0.353553,25,5.4542e-05,1,411.389,411.389,219.466,1,0,
4,0.353553,1,9.1241e-05,1,894.212,894.212,307.488,1,0,
4,0.353553,2,0.000113291,1,940.884,940.884,319.246,1,0,
4,0.353553,3,0.000123432,1,628.766,631.34,289.965,2,0,
4,0.353553,4,7.8467e-05,1,623.217,623.217,205.25,1,0,
4,0.353553,5,9.0519e-05,1,792.095,792.095,360.816,1,0,
4,0.353553,6,8.7994e-05,1,661.464,661.464,228.543,1,0,
4,0.353553,7,6.441e-05,1,666.605,666.605,279.669,1,0,
4,0.353553,8,0.00015565,1,788.015,788.329,309.018,2,0,
4,0.353553,9,8.4667e-05,1,982.477,982.477,303.272,1,0,
