3,0.353553,1,0.000157575,1,250.799,250.799,141.493,1,0,
3,0.353553,2,0.000177733,1,371.011,371.011,244.429,1,0,
3,0.353553,3,0.000324006,1,657.812,657.812,282.936,1,0,
3,0.353553,4,0.000194062,1,395.747,395.747,162.051,1,0,
3,0.353553,5,0.000217598,1,419.2,419.2,245.339,1,0,
3,0.353553,6,0.000273491,1,627.178,627.178,228.273,1,0,
3,0.353553,7,0.000243935,1,474.708,474.708,298.215,1,0,
3,0.353553,8,0.000195416,1,359.036,359.036,195.05,1,0,
3,0.353553,9,0.000188661,1,466.19,466.19,173.977,1,0,
3,0.353553,10,0.000272739,1,425.407,425.407,162.716,1,0,
3,0.353553,11,0.000280002,1,593.492,593.492,277.746,1,0,
3,0.353553,12,0.000189262,1,378.858,378.858,158.552,1,0,
3,0.353553,13,0.000238105,1,490.532,490.532,243.154,1,0,
3,0.353553,14,0.000221684,1,385.566,385.566,235.163,1,0,
3,0.353553,15,0.000293889,1,592.737,592.737,208.176,1,0,
3,0.353553,16,0.000340797,1,604.012,604.012,229.333,1,0,
3,0.353553,17,0.00010204,1,155.776,155.776,104.634,1,0,
3,0.353553,18,0.00107736,1,601.945,602.183,302.967,4,0,
3,0.353553,19,0.000179706,1,360.67,360.67,244.058,1,0,
3,0.353553,20,0.000306241,1,590.699,590.699,225.768,1,0,
3,0.353553,21,0.000256067,1,489.756,489.756,205.893,1,0,
3,0.353553,22,0.000261628,1,503.263,503.263,239.194,1,0,
3,0.353553,23,0.000295161,1,558.997,558.997,280.379,1,0,
3,0.353553,24,0.000247052,1,506.076,506.076,239.281,1,0,
3,0.353553,25,0.000240749,1,471.845,471.845,197.608,1,0,
4,0.353553,1,0.000226834,1,472.321,472.321,221.522,1,0,
4,0.353553,2,0.000269644,1,522.525,522.525,244.429,1,0,
4,0.353553,3,0.000362727,1,734.287,734.287,282.936,1,0,
4,0.353553,4,0.000255046,1,458.95,458.95,162.051,1,0,
4,0.353553,5,0.000211536,1,440.432,440.432,245.339,1,0,
4,0.353553,6,0.000333081,1,759.588,759.588,228.273,1,0,
4,0.353553,7,0.000284882,1,528.479,528.479,298.215,1,0,
4,0.353553,8,0.000241951,1,528.575,528.575,195.05,1,0,
4,0.353553,9,0.000229137,1,542.884,542.884,173.977,1,0,
4,0.353553,10,0.0012178,1,521.374,522.285,163.627,9,0,
4,0.353553,11,0.00034868,1,716.027,716.027,277.746,1,0,
4,0.353553,12,0.000327462,1,609.406,609.406,230.549,1,0,
4,0.353553,13,0.000233686,1,558.509,558.509,243.154,1,0,
4,0.353553,14,0.000746153,1,669.945,670.304,284.379,2,0,
4,0.353553,15,0.00230463,1,829.643,830.869,237.557,11,0,
4,0.353553,16,0.000374379,1,696.696,696.696,229.333,1,0,
4,0.353553,17,0.000234097,1,411.741,411.741,255.965,1,0,
4,0.353553,18,0.00326918,1,759.017,759.764,302.967,13,0,
4,0.353553,19,0.00211444,1,408.441,408.535,244.152,3,0,
4,0.353553,20,0.000515162,1,718.086,718.464,226.147,2,0,
4,0.353553,21,0.000352628,1,662.165,662.165,205.893,1,0,
4,0.353553,22,0.000338653,1,687.555,687.555,239.194,1,0,
4,0.353553,23,0.000331198,1,694.373,694.373,280.379,1,0,
4,0.353553,24,0.000370542,1,672.995,672.995,239.281,1,0,
4,0.353553,25,0.000253124,1,521.82,521.82,197.608,1,0,
5,0.353553,1,0.00298996,1,697.101,697.726,225.405,17,0,
5,0.353553,2,0.000287708,1,634.546,634.546,244.429,1,0,
5,0.353553,3,0.000437417,1,878.274,878.274,282.936,1,0,
5,0.353553,4,0.000268722,1,488.94,488.94,162.051,1,0,
5,0.353553,5,0.000288659,1,655.253,655.253,245.339,1,0,
5,0.353553,6,0.00048226,1,831.347,831.347,228.273,1,0,
5,0.353553,7,0.00970309,1,841.291,844.355,315.877,22,0,
5,0.353553,8,0.00102001,1,724.446,725.436,196.04,4,0,
5,0.353553,9,0.00200897,1,731.57,733.193,190.31,4,0,
5,0.353553,10,0.00129686,1,576.235,577.146,163.627,9,0,
5,0.353553,11,0.00037508,1,794.767,794.767,277.746,1,0,
5,0.353553,12,0.000381322,1,676.347,676.347,230.549,1,0,
5,0.353553,13,0.000312864,1,693.729,693.729,243.154,1,0,
5,0.353553,14,0.00171085,1,886.005,887.769,284.379,5,0,
5,0.353553,15,0.00200592,1,1104.81,1106.72,275.164,6,0,
5,0.353553,16,0.000466893,1,971.563,971.563,274.867,1,0,
5,0.353553,17,0.000333464,1,635.244,635.244,255.965,1,0,
5,0.353553,18,0.00728935,1,1026.24,1027.56,303.205,20,0,
5,0.353553,19,0.00220674,1,550.748,550.842,244.152,3,0,
5,0.353553,20,0.00060544,1,849.527,849.906,226.147,2,0,
5,0.353553,21,0.000402191,1,697.516,697.516,205.893,1,0,
5,0.353553,22,0.000386271,1,798.969,798.969,239.194,1,0,
5,0.353553,23,0.000412952,1,858.474,858.474,280.379,1,0,
5,0.353553,24,0.000383065,1,755.029,755.029,239.281,1,0,
5,0.353553,25,0.000282989,1,624.106,624.106,197.608,1,0,
6,0.353553,1,0.0029876,1,934.682,935.308,237.582,17,0,
6,0.353553,2,0.000382234,1,864.213,864.213,244.429,1,0,
6,0.353553,3,0.000572328,1,1079.3,1079.3,282.936,1,0,
6,0.353553,4,0.000293657,1,532.101,532.101,162.051,1,0,
6,0.353553,5,0.00201602,1,976.981,978.744,321.728,4,0,
6,0.353553,6,0.000865126,1,1085.73,1086.86,255.517,2,0,
6,0.353553,7,0.00975913,1,874.313,877.377,315.877,22,0,
6,0.353553,8,0.00204029,1,906.123,908.251,196.04,8,0,
6,0.353553,9,0.00209902,1,823.035,824.658,190.31,4,0,
6,0.353553,10,0.00140168,1,750.03,750.941,173.795,9,0,
6,0.353553,11,0.000467544,1,816.361,816.361,277.746,1,0,
6,0.353553,12,0.000541963,1,1007.82,1007.82,331.474,1,0,
6,0.353553,13,0.000651857,1,931.292,931.441,243.154,2,0,
6,0.353553,14,0.0017124,1,948.148,949.911,284.379,5,0,
6,0.353553,15,0.00204349,1,1172.9,1174.81,275.164,6,0,
6,0.353553,16,0.000656005,1,1089.87,1089.87,274.867,1,0,
6,0.353553,17,0.000400197,1,755.773,755.773,255.965,1,0,
6,0.353553,18,0.00868857,1,1198.11,1199.48,303.205,25,0,
6,0.353553,19,0.00229538,1,719.721,719.815,244.152,3,0,
6,0.353553,20,0.00169335,1,949.58,950.297,226.485,8,0,
6,0.353553,21,0.00179161,1,959.86,961.265,263.749,4,0,
6,0.353553,22,0.000468985,1,1015.4,1015.4,239.194,1,0,
6,0.353553,23,0.000444911,1,963.208,963.208,280.379,1,0,
6,0.353553,24,0.00044471,1,895.077,895.077,239.281,1,0,
6,0.353553,25,0.000324806,1,724.753,724.753,197.608,1,0,
7,0.353553,1,0.00380325,1,1015.06,1015.68,237.582,17,0,
7,0.353553,2,0.000473474,1,1036.64,1036.64,244.429,1,0,
7,0.353553,3,0.00062697,1,1292.41,1292.41,282.936,1,0,
7,0.353553,4,0.000418092,1,770.955,770.955,238.854,1,0,
7,0.353553,5,0.00311408,1,1092.44,1094.38,321.877,10,0,
7,0.353553,6,0.00101936,1,1314.06,1315.2,254.38,2,0,
7,0.353553,7,0.0100583,1,1032.46,1035.53,315.877,22,0,
7,0.353553,8,0.00260842,1,1097.57,1099.7,196.04,8,0,
7,0.353553,9,0.00217689,1,893.434,895.057,190.31,4,0,
7,0.353553,10,0.00147554,1,916.095,917.006,173.795,9,0,
7,0.353553,11,0.000480758,1,829.537,829.537,277.746,1,0,
7,0.353553,12,0.000588729,1,1175.26,1175.26,331.474,1,0,
7,0.353553,13,0.00110222,1,1064.69,1065.98,244.291,4,0,
7,0.353553,14,0.00183726,1,1114.66,1116.43,284.379,5,0,
7,0.353553,15,0.00221312,1,1340,1341.91,275.164,6,0,
7,0.353553,16,0.000716939,1,1356.8,1356.8,274.867,1,0,
7,0.353553,17,0.000441294,1,947.507,947.507,255.965,1,0,
7,0.353553,18,0.00876708,1,1332.58,1333.95,303.205,25,0,
7,0.353553,19,0.00247233,1,900.661,900.755,244.152,3,0,
7,0.353553,20,0.00641116,1,1122.25,1123.18,226.485,34,0,
7,0.353553,21,0.00277805,1,1159.62,1162.82,262.344,7,0,
7,0.353553,22,0.00083063,1,1185.07,1185.22,239.349,2,0,
7,0.353553,23,0.000539237,1,1092.34,1092.34,280.379,1,0,
7,0.353553,24,0.000488012,1,982.251,982.251,239.281,1,0,
7,0.353553,25,0.000393025,1,769.056,769.056,197.608,1,0,
8,0.353553,1,0.00314092,1,1073.99,1074.61,237.582,17,0,
8,0.353553,2,0.000514019,1,1065.82,1065.82,244.429,1,0,
8,0.353553,3,0.00175269,1,1593.07,1594.01,301.594,3,0,
8,0.353553,4,0.000472462,1,802.358,802.358,238.854,1,0,
8,0.353553,5,0.00326737,1,1277.35,1279.28,321.877,10,0,
8,0.353553,6,0.00106726,1,1421.21,1422.35,254.38,2,0,
8,0.353553,7,0.0102316,1,1161.68,1164.75,315.877,22,0,
8,0.353553,8,0.00614044,1,1365.76,1369.29,269.59,21,0,
8,0.353553,9,0.00224687,1,996.921,998.544,190.31,4,0,
8,0.353553,10,0.00157869,1,1020.96,1021.87,173.795,9,0,
8,0.353553,11,0.000489054,1,924.894,924.894,277.746,1,0,
8,0.353553,12,0.000741885,1,1418.53,1418.53,331.474,1,0,
