5,0.5,1,0,0,0,0.00340901,1,637.737,637.737,192.499,1,0,
5,0.5,2,0,0,0,0.00547171,1,838.274,838.274,240.514,1,0,
5,0.5,3,0,0,0,0.00402753,1,664.237,664.237,227.314,1,0,
5,0.5,5,0,0,0,0.00329059,1,642.778,642.778,189.803,1,0,
5,0.5,6,0,0,0,0.00433889,1,688.91,688.91,212.114,1,0,
5,0.5,4,0,0,0,1.35342,1,911.343,911.819,261.673,70,0,
5,0.5,9,0,0,0,0.00373629,1,635.884,635.884,156.754,1,0,
5,0.5,7,0,0,0,0.00413196,1,711.94,711.94,255.315,1,0,
5,0.5,13,0,0,0,0.00354012,1,737.873,737.873,204.03,1,0,
5,0.5,12,0,0,0,0.0222283,1,719.858,719.887,274.324,8,0,
5,0.5,11,0,0,0,0.265934,1,794.582,794.643,250.162,3,0,
5,0.5,14,0,0,0,0.00818765,1,768.55,768.559,247.154,4,0,
5,0.5,16,0,0,0,0.00574032,1,850.102,850.102,268.42,1,0,
5,0.5,15,0,0,0,0.00318003,1,573.13,573.13,190.337,1,0,
5,0.5,19,0,0,0,0.00187154,1,471.235,471.235,117.331,1,0,
5,0.5,20,0,0,0,0.00306505,1,586.618,586.618,203.864,1,0,
5,0.5,21,0,0,0,0.0046501,1,747.163,747.163,218.053,1,0,
5,0.5,24,0,0,0,0.00415693,1,652.444,652.444,222.368,1,0,
5,0.5,25,0,0,0,0.00388341,1,717.322,717.322,187.906,1,0,
6,0.5,1,0,0,0,0.00521616,1,876.36,876.36,238.623,1,0,
5,0.5,17,0,0,0,6.43725,1,1033.77,1034.28,320.688,214,0,
6,0.5,2,0,0,0,0.00598353,1,991.183,991.183,240.514,1,0,
6,0.5,3,0,0,0,0.00550555,1,850.585,850.585,227.314,1,0,
6,0.5,5,0,0,0,0.0043045,1,734.931,734.931,189.803,1,0,
6,0.5,4,0,0,0,1.35214,1,1145.63,1146.14,261.198,74,0,
6,0.5,6,0,0,0,0.00506076,1,838.731,838.731,212.114,1,0,
6,0.5,7,0,0,0,1.86013,1,914.888,915.233,255.315,147,0,
6,0.5,9,0,0,0,0.00948675,1,891.638,891.639,255.754,2,0,
6,0.5,11,0,0,0,0.269248,1,825.366,825.427,250.162,3,0,
6,0.5,12,0,0,0,0.0215988,1,755.941,755.971,274.324,8,0,
6,0.5,13,0,0,0,0.00417287,1,857.107,857.107,204.03,1,0,
6,0.5,14,0,0,0,0.00909522,1,890.733,890.741,247.154,4,0,
6,0.5,15,0,0,0,0.00319878,1,613.379,613.379,190.337,1,0,
6,0.5,16,0,0,0,0.00608984,1,898.149,898.149,268.42,1,0,
6,0.5,19,0,0,0,0.00363885,1,700.801,700.801,229.566,1,0,
6,0.5,20,0,0,0,0.00571115,1,850.3,850.3,263.682,1,0,
6,0.5,21,0,0,0,0.00597022,1,864.332,864.332,218.053,1,0,
5,0.5,18,0,0,0,26.3548,1,715.958,716.394,232.545,2232,0,
6,0.5,24,0,0,0,0.00534379,1,812.963,812.963,222.368,1,0,
6,0.5,17,0,0,0,6.55548,1,1085.68,1086.19,320.688,214,0,
6,0.5,25,0,0,0,0.00561581,1,993.407,993.407,276.086,1,0,
7,0.5,2,0,0,0,0.00669006,1,1007.51,1007.51,240.514,1,0,
7,0.5,1,0,0,0,0.00683999,1,977.849,977.849,238.623,1,0,
7,0.5,3,0,0,0,0.00649811,1,952.747,952.747,227.314,1,0,
7,0.5,4,0,0,0,1.34557,1,1233.97,1234.48,261.673,74,0,
7,0.5,9,0,0,0,0.0100129,1,1020.11,1020.11,255.754,2,0,
7,0.5,5,0,0,0,12.4177,1,1002.8,1002.9,267.891,1172,0,
7,0.5,11,0,0,0,1.04992,1,981.986,982.124,250.162,72,0,
6,0.5,18,0,0,0,26.1436,1,749.326,749.762,232.545,2232,0,
7,0.5,13,0,0,0,0.00609891,1,1095.25,1095.25,238.142,1,0,
7,0.5,12,0,0,0,3.4731,1,963.074,963.142,274.324,64,0,
7,0.5,14,0,0,0,0.00935841,1,1025.27,1025.28,247.154,4,0,
7,0.5,15,0,0,0,0.00426077,1,723.887,723.887,190.337,1,0,
5,0.5,10,0,0,0,65.0731,1,837.405,837.926,232.222,2600,0,
7,0.5,19,0,0,0,0.00487509,1,851.935,851.935,229.566,1,0,
7,0.5,17,0,0,0,6.18701,1,1177.26,1177.77,320.688,214,0,
7,0.5,20,0,0,0,0.00700382,1,1077.63,1077.63,263.682,1,0,
7,0.5,21,0,0,0,0.00543103,1,917.408,917.408,218.053,1,0,
7,0.5,24,0,0,0,0.00608819,1,917.547,917.547,222.368,1,0,
7,0.5,25,0,0,0,0.00862332,1,1212.22,1212.22,276.086,1,0,
7,0.5,6,0,0,0,35.2282,1,1057.45,1058,219.269,1703,0,
8,0.5,1,0,0,0,0.00676025,1,1015.56,1015.56,238.623,1,0,
8,0.5,2,0,0,0,0.0082643,1,1126.31,1126.31,240.514,1,0,
6,0.5,10,0,0,0,62.0303,1,899.304,899.825,232.222,2600,0,
7,0.5,18,0,0,0,25.842,1,913.478,913.914,232.545,2232,0,
8,0.5,5,0,0,0,11.7445,1,1074.45,1074.55,267.891,1172,0,
8,0.5,11,0,0,0,1.07442,1,992.721,992.859,250.162,72,0,
5,0.5,8,0,0,0,120.01,0,796.669,797.922,276.938,3284,0,
8,0.5,13,0,0,0,0.00878921,1,1320.8,1320.8,238.142,1,0,
8,0.5,14,0,0,0,0.0110297,1,1048.24,1048.25,247.154,4,0,
8,0.5,12,0,0,0,6.51423,1,1075.9,1075.99,274.324,124,0,
8,0.5,15,0,0,0,0.004462,1,731.675,731.675,190.337,1,0,
5,0.5,22,0,0,0,120.018,0,1027.41,1027.87,259.986,4433,0,
8,0.5,6,0,0,0,34.133,1,1156.15,1156.7,219.269,1703,0,
5,0.5,23,0,0,0,120.013,0,972.114,972.511,240.591,9227,0,
8,0.5,19,0,0,0,0.00491306,1,868.964,868.964,229.566,1,0,
8,0.5,20,0,0,0,0.0100368,1,1286.67,1286.67,263.682,1,0,
8,0.5,21,0,0,0,0.0067766,1,1090.4,1090.4,218.053,1,0,
6,0.5,8,0,0,0,120.023,0,900.671,901.924,276.938,3214,0,
8,0.5,24,0,0,0,0.00797381,1,1124.26,1124.26,222.368,1,0,
8,0.5,25,0,0,0,0.00986502,1,1373.13,1373.13,276.086,1,0,
9,0.5,1,0,0,0,0.00741174,1,1136.97,1136.97,238.623,1,0,
9,0.5,2,0,0,0,0.00803338,1,1225.67,1225.67,240.514,1,0,
8,0.5,17,0,0,0,18.6457,1,1377.96,1378.52,320.641,559,0,
6,0.5,22,0,0,0,120.02,0,1139.76,1140.24,260.025,3784,0,
6,0.5,23,0,0,0,120,0,1184.98,1185.38,240.591,9493,0,
8,0.5,18,0,0,0,26.4242,1,1010.5,1010.94,232.545,2232,0,
7,0.5,7,0,0,0,120.007,0,1132.28,1132.73,255.367,12312,0,
7,0.5,8,0,0,0,120.045,0,1083.19,1084.4,276.938,1564,0,
9,0.5,5,0,0,0,11.8627,1,1199.93,1200.03,267.891,1172,0,
7,0.5,10,0,0,0,120.006,0,1066.2,1066.7,231.704,4767,0,
9,0.5,11,0,0,0,1.06554,1,1149.5,1149.64,250.162,72,0,
9,0.5,12,0,0,0,6.4697,1,1149.31,1149.4,274.324,124,0,
7,0.5,16,0,0,0,120.007,0,992.319,992.404,268.496,18011,0,
9,0.5,13,0,0,0,0.0094276,1,1422.03,1422.03,238.142,1,0,
9,0.5,14,0,0,0,0.0116995,1,1209.33,1209.34,247.154,4,0,
9,0.5,15,0,0,0,0.00583112,1,938.544,938.544,206.869,1,0,
9,0.5,6,0,0,0,34.1818,1,1198.22,1198.77,219.269,1703,0,
7,0.5,22,0,0,0,120.017,0,1240.17,1240.65,260.021,3658,0,
7,0.5,23,0,0,0,120.012,0,1357.24,1357.63,240.591,9431,0,
9,0.5,20,0,0,0,0.0101407,1,1330.39,1330.39,263.682,1,0,
9,0.5,21,0,0,0,0.00795338,1,1147.48,1147.48,218.053,1,0,
8,0.5,3,0,0,0,120.001,0,1163.82,1163.92,227.342,8525,0,
8,0.5,4,0,0,0,120.001,0,1397.07,1397.7,261.343,7429,0,
9,0.5,24,0,0,0,0.00830236,1,1203.32,1203.32,222.368,1,0,
9,0.5,19,0,0,0,24.1863,1,1149.49,1149.95,280.526,924,0,
9,0.5,18,0,0,0,25.6733,1,1159.5,1159.94,232.545,2232,0,
8,0.5,7,0,0,0,120.014,0,1417.26,1417.64,285.354,4294,0,
8,0.5,8,0,0,0,120.089,0,1205.76,1206.98,276.938,1568,0,
10,0.5,1,0,0,0,0.00842998,1,1279.54,1279.54,238.623,1,0,
10,0.5,2,0,0,0,0.00951444,1,1271.8,1271.8,240.514,1,0,
8,0.5,9,0,0,0,120.013,0,1250.39,1250.47,255.782,8767,0,
8,0.5,10,0,0,0,120.029,0,1138.65,1139.16,231.704,4642,0,
10,0.5,5,0,0,0,12.0581,1,1351.09,1351.2,267.891,1172,0,
9,0.5,25,0,0,0,35.9987,1,1504.31,1504.52,276.086,6707,0,
8,0.5,16,0,0,0,120.006,0,1232.43,1232.51,268.496,18183,0,
10,0.5,11,0,0,0,1.05449,1,1294.73,1294.87,250.162,72,0,
8,0.5,22,0,0,0,120.043,0,1417.48,1417.96,260.461,3614,0,
8,0.5,23,0,0,0,120.009,0,1557.95,1558.35,240.591,9483,0,
10,0.5,6,0,0,0,33.6487,1,1277.83,1278.38,219.269,1703,0,
10,0.5,14,0,0,0,0.0126975,1,1253.55,1253.56,247.154,4,0,
9,0.5,4,0,0,0,120.005,0,1590.05,1590.17,261.198,9775,0,
9,0.5,3,0,0,0,120.005,0,1384.97,1385.07,227.342,8586,0,
9,0.5,7,0,0,0,120.004,0,1476.72,1477.1,284.986,4333,0,
9,0.5,8,0,0,0,120.064,0,1260,1261.22,276.938,1548,0,
9,0.5,9,0,0,0,120.004,0,1275.39,1275.47,255.782,8797,0,
10,0.5,21,0,0,0,0.00826947,1,1187,1187,218.053,1,0,
9,0.5,10,0,0,0,120.026,0,1358.39,1359.04,231.704,3981,0,
10,0.5,19,0,0,0,24.7438,1,1215.99,1216.45,280.526,924,0,
9,0.5,16,0,0,0,120.007,0,1315.11,1315.19,268.496,18094,0,
9,0.5,17,0,0,0,120.008,0,1555.25,1555.86,320.694,2585,0,
10,0.5,24,0,0,0,0.00967704,1,1346.64,1346.64,222.368,1,0,
