2,0,0,DS,ICP,0.5,1,6.486e-05,1,256.194,256.194,147.491,1,0,
2,0,0,DS,ICP,0.5,2,5.9512e-05,1,305.331,305.331,204.354,1,0,
2,0,0,DS,ICP,0.5,3,6.4099e-05,1,319.676,319.676,203.093,1,0,
2,0,0,DS,ICP,0.5,4,7.3788e-05,1,356.498,356.498,331.664,1,0,
2,0,0,DS,ICP,0.5,5,5.901e-05,1,178.643,178.643,112.224,1,0,
2,0,0,DS,ICP,0.5,6,0.0003643,1,288.505,302.801,302.801,5,0,
2,0,0,DS,ICP,0.5,7,6.6213e-05,1,269.841,269.841,173.923,1,0,
2,0,0,DS,ICP,0.5,8,4.1467e-05,1,256.726,256.726,244.146,1,0,
2,0,0,DS,ICP,0.5,9,5.4912e-05,1,365.555,365.555,349.015,1,0,
2,0,0,DS,ICP,0.5,10,6.8508e-05,1,314.478,314.478,289.579,1,0,
2,0,0,DS,ICP,0.5,11,0.000129663,1,643.18,649.083,331.313,2,0,
2,0,0,DS,ICP,0.5,12,8.049e-05,1,527.546,527.546,265.386,1,0,
2,0,0,DS,ICP,0.5,14,3.715e-05,1,169.97,169.97,101.556,1,0,
2,0,0,DS,ICP,0.5,13,6.7124e-05,1,375.169,375.169,335.223,1,0,
2,0,0,DS,ICP,0.5,15,0.000206145,1,397.303,430.393,353.558,4,0,
2,0,0,DS,ICP,0.5,16,6.977e-05,1,442.93,442.93,236.137,1,0,
2,0,0,DS,ICP,0.5,17,4.6497e-05,1,377.497,377.497,259.199,1,0,
2,0,0,DS,ICP,0.5,18,5.7528e-05,1,570.996,570.996,380.47,1,0,
2,0,0,DS,ICP,0.5,19,4.7608e-05,1,432.84,432.84,224.37,1,0,
2,0,0,DS,ICP,0.5,20,3.5697e-05,1,333.289,333.289,231.587,1,0,
2,0,0,DS,ICP,0.5,21,4.6918e-05,1,479.721,479.721,381.719,1,0,
2,0,0,DS,ICP,0.5,22,5.7319e-05,1,587.304,587.304,335.109,1,0,
2,0,0,DS,ICP,0.5,23,8.2364e-05,1,411.338,411.338,292.962,1,0,
2,0,0,DS,ICP,0.5,24,5.3761e-05,1,434.804,434.804,219.325,1,0,
2,0,0,DS,ICP,0.5,25,7.8806e-05,1,307.73,307.73,232.328,1,0,
3,0,0,DS,ICP,0.5,1,0.000672695,1,481.349,504.457,227.729,20,0,
3,0,0,DS,ICP,0.5,2,5.0883e-05,1,368.435,368.435,204.354,1,0,
3,0,0,DS,ICP,0.5,3,6.5844e-05,1,598.52,598.52,278.844,1,0,
3,0,0,DS,ICP,0.5,4,6.8226e-05,1,726.007,726.007,369.509,1,0,
3,0,0,DS,ICP,0.5,5,4.3841e-05,1,283.58,283.58,112.224,1,0,
3,0,0,DS,ICP,0.5,6,0.000378968,1,359.112,373.408,302.801,5,0,
3,0,0,DS,ICP,0.5,7,0.000255117,1,289.923,304.219,188.219,4,0,
3,0,0,DS,ICP,0.5,8,4.8289e-05,1,334.581,334.581,244.146,1,0,
3,0,0,DS,ICP,0.5,9,0.000143087,1,602.435,603.058,349.638,2,0,
3,0,0,DS,ICP,0.5,10,6.0654e-05,1,628.328,628.328,313.851,1,0,
3,0,0,DS,ICP,0.5,11,0.000138619,1,905.777,911.68,331.313,2,0,
3,0,0,DS,ICP,0.5,12,0.000149569,1,912.334,914.907,384.788,2,0,
3,0,0,DS,ICP,0.5,13,7.9278e-05,1,607.208,607.208,335.223,1,0,
3,0,0,DS,ICP,0.5,14,0.000101479,1,419.389,424.722,254.752,2,0,
3,0,0,DS,ICP,0.5,15,0.00039697,1,717.153,789.918,359.525,7,0,
3,0,0,DS,ICP,0.5,16,0.00011804,1,700.307,706.21,257.376,2,0,
3,0,0,DS,ICP,0.5,17,6.6424e-05,1,629.358,629.358,259.199,1,0,
3,0,0,DS,ICP,0.5,18,0.000127629,1,807.662,807.977,380.47,2,0,
3,0,0,DS,ICP,0.5,19,0.000109244,1,522.42,522.867,224.37,2,0,
3,0,0,DS,ICP,0.5,20,5.6986e-05,1,419.801,419.801,231.587,1,0,
3,0,0,DS,ICP,0.5,21,0.000111689,1,717.682,722.958,381.719,2,0,
3,0,0,DS,ICP,0.5,22,0.000236842,1,707.186,736.731,335.109,4,0,
3,0,0,DS,ICP,0.5,23,7.3267e-05,1,464.486,464.486,292.962,1,0,
3,0,0,DS,ICP,0.5,24,7.6072e-05,1,597.365,597.365,219.325,1,0,
3,0,0,DS,ICP,0.5,25,6.7326e-05,1,538.076,538.076,232.328,1,0,
4,0,0,DS,ICP,0.5,1,0.000665403,1,708.022,731.13,227.729,20,0,
4,0,0,DS,ICP,0.5,2,5.0415e-05,1,380.852,380.852,204.354,1,0,
4,0,0,DS,ICP,0.5,3,8.7934e-05,1,886.282,886.282,287.762,1,0,
4,0,0,DS,ICP,0.5,4,0.000292256,1,839.282,841.636,369.509,8,0,
4,0,0,DS,ICP,0.5,5,6.0603e-05,1,356.057,356.057,112.224,1,0,
4,0,0,DS,ICP,0.5,6,0.000398393,1,523.749,538.046,302.801,5,0,
4,0,0,DS,ICP,0.5,8,6.0232e-05,1,449.769,449.769,244.146,1,0,
4,0,0,DS,ICP,0.5,9,0.000153407,1,644.675,645.297,349.638,2,0,
4,0,0,DS,ICP,0.5,7,0.0034585,1,555.589,576.928,266.289,65,0,
4,0,0,DS,ICP,0.5,10,0.000131506,1,926.552,929.126,313.851,2,0,
