100,98,98,98,98,96,95,94,90,85,83,79,76,69,66,56,50,39,34,30,22,15,11,7,7,7,4,4,2,2,1,1,1
0,2,2,2,2,2,2,2,5,7,7,8,8,11,13,15,18,22,22,27,26,28,26,27,27,27,26,26,25,25,26,25,25
