2,0,0,0,ICP,0.5,1,0.000673528,1,161.262,161.262,107.698,1,0,
2,0,0,0,ICP,0.5,2,0.00129197,1,253.141,253.141,174.129,1,0,
2,0,0,0,ICP,0.5,3,0.00102833,1,197.822,197.822,158.387,1,0,
2,0,0,0,ICP,0.5,4,0.00284274,1,405.709,405.709,232.025,1,0,
2,0,0,0,ICP,0.5,7,0.000649504,1,167.992,167.992,92.9313,1,0,
2,0,0,0,ICP,0.5,6,0.00137216,1,259.444,259.444,136.968,1,0,
2,0,0,0,ICP,0.5,5,0.00180738,1,322.987,322.987,189.803,1,0,
2,0,0,0,ICP,0.5,9,0.00104344,1,231.179,231.179,150.405,1,0,
2,0,0,0,ICP,0.5,10,0.0014687,1,245.068,245.068,223.668,1,0,
2,0,0,0,ICP,0.5,11,0.00315551,1,379.023,379.023,250.101,1,0,
2,0,0,0,ICP,0.5,12,0.00395918,1,430.604,430.604,274.324,1,0,
2,0,0,0,ICP,0.5,13,0.00158917,1,314.12,314.12,161.39,1,0,
2,0,0,0,ICP,0.5,14,0.00088903,1,204.785,204.785,141.941,1,0,
2,0,0,0,ICP,0.5,16,0.00300961,1,422.123,422.123,226.582,1,0,
2,0,0,0,ICP,0.5,15,0.000824681,1,205.095,205.095,125.856,1,0,
2,0,0,0,ICP,0.5,18,0.00111311,1,255.378,255.378,134.392,1,0,
2,0,0,0,ICP,0.5,19,0.000753427,1,173.526,173.526,92.5239,1,0,
2,0,0,0,ICP,0.5,20,0.00122587,1,258.48,258.48,157.318,1,0,
2,0,0,0,ICP,0.5,21,0.0025094,1,271.56,271.56,216.353,1,0,
2,0,0,0,ICP,0.5,23,0.00222518,1,367.568,367.568,229.564,1,0,
2,0,0,0,ICP,0.5,24,0.00215728,1,313.479,313.479,222.368,1,0,
2,0,0,0,ICP,0.5,25,0.00173007,1,323.886,323.886,187.906,1,0,
3,0,0,0,ICP,0.5,1,0.00108542,1,254.966,254.966,107.698,1,0,
3,0,0,0,ICP,0.5,2,0.00392911,1,493.655,493.655,240.514,1,0,
2,0,0,0,ICP,0.5,17,3.48109,1,535.047,535.51,320.641,127,0,
3,0,0,0,ICP,0.5,4,0.00370704,1,544.847,544.847,232.025,1,0,
3,0,0,0,ICP,0.5,3,0.00200448,1,334.039,334.039,158.387,1,0,
3,0,0,0,ICP,0.5,5,0.00296431,1,497.826,497.826,189.803,1,0,
3,0,0,0,ICP,0.5,6,0.00337221,1,471.558,471.558,212.114,1,0,
3,0,0,0,ICP,0.5,7,0.00176334,1,332.836,332.836,164.844,1,0,
3,0,0,0,ICP,0.5,9,0.00168723,1,335.865,335.865,150.405,1,0,
3,0,0,0,ICP,0.5,10,0.00250832,1,392.034,392.034,223.668,1,0,
3,0,0,0,ICP,0.5,12,0.00423363,1,510.157,510.157,274.324,1,0,
3,0,0,0,ICP,0.5,11,0.25123,1,515.771,515.833,250.162,3,0,
3,0,0,0,ICP,0.5,13,0.00188796,1,392.998,392.998,161.39,1,0,
3,0,0,0,ICP,0.5,16,0.00342565,1,472.389,472.389,226.582,1,0,
3,0,0,0,ICP,0.5,15,0.00127405,1,255.613,255.613,125.856,1,0,
3,0,0,0,ICP,0.5,14,0.00498457,1,362.487,362.495,157.702,4,0,
3,0,0,0,ICP,0.5,18,0.0015153,1,304.797,304.797,134.392,1,0,
3,0,0,0,ICP,0.5,19,0.00122508,1,290.857,290.857,117.331,1,0,
3,0,0,0,ICP,0.5,20,0.0013084,1,301.376,301.376,157.318,1,0,
3,0,0,0,ICP,0.5,21,0.00368548,1,489.613,489.613,218.053,1,0,
3,0,0,0,ICP,0.5,25,0.00197594,1,437.183,437.183,187.906,1,0,
3,0,0,0,ICP,0.5,24,0.0025697,1,363.253,363.253,222.368,1,0,
4,0,0,0,ICP,0.5,1,0.00250476,1,447.465,447.465,192.499,1,0,
4,0,0,0,ICP,0.5,5,0.00335137,1,566.337,566.337,189.803,1,0,
4,0,0,0,ICP,0.5,2,0.00504078,1,688.864,688.864,240.514,1,0,
4,0,0,0,ICP,0.5,4,0.00460498,1,650.145,650.145,232.025,1,0,
4,0,0,0,ICP,0.5,3,0.0043174,1,561.352,561.352,227.314,1,0,
3,0,0,0,ICP,0.5,17,3.54431,1,678.712,679.175,320.641,127,0,
3,0,0,0,ICP,0.5,23,1.98623,1,534.065,534.538,229.573,216,0,
4,0,0,0,ICP,0.5,7,0.00339896,1,588.151,588.151,255.315,1,0,
4,0,0,0,ICP,0.5,6,0.00393468,1,601.118,601.118,212.114,1,0,
4,0,0,0,ICP,0.5,9,0.00270453,1,479.131,479.131,150.405,1,0,
4,0,0,0,ICP,0.5,10,0.00446712,1,605.704,605.704,223.668,1,0,
4,0,0,0,ICP,0.5,11,0.25737,1,620.223,620.285,250.162,3,0,
4,0,0,0,ICP,0.5,13,0.00302386,1,597.027,597.027,204.03,1,0,
4,0,0,0,ICP,0.5,18,0.00276254,1,483.849,483.849,179.051,1,0,
