5,0.5,1,1,1,0,0.000275755,1,852.629,852.629,383.742,0,
5,0.5,2,1,1,0,0.000917512,1,937.558,940.34,278.143,3,
5,0.5,3,1,1,0,0.000295292,1,855.054,855.054,298.471,0,
5,0.5,4,1,1,0,0.000570334,1,1314.5,1315.12,296.45,0,
5,0.5,5,1,1,0,0.000673458,1,391.604,406.523,190.714,4,
5,0.5,6,1,1,0,9.5108e-05,1,340.532,340.532,232.844,0,
5,0.5,7,1,1,0,0.000505634,1,327.707,340.665,179.619,2,
5,0.5,8,1,1,0,0.0025324,1,1452.47,1469.2,446.746,3,
5,0.5,9,1,1,0,0.00362083,1,1016.19,1026.06,326.685,1,
6,0.5,1,1,1,0,0.000382403,1,895.13,895.13,383.742,0,
6,0.5,2,1,1,0,0.00109083,1,1213.28,1216.06,278.143,3,
6,0.5,3,1,1,0,0.000572679,1,1146.84,1147.46,299.094,0,
6,0.5,5,1,1,0,0.000615068,1,391.604,406.523,190.714,4,
6,0.5,4,1,1,0,0.000743197,1,1345.9,1346.53,296.45,0,
6,0.5,6,1,1,0,0.00011668,1,340.532,340.532,232.844,0,
6,0.5,7,1,1,0,0.000916922,1,596.044,616.398,275.733,5,
6,0.5,9,1,1,0,0.00735261,1,1317.85,1332.53,326.685,1,
6,0.5,8,1,1,0,0.0141654,1,1549.01,1574.54,454.47,21,
7,0.5,1,1,1,0,0.000373056,1,979.235,979.235,383.742,0,
7,0.5,2,1,1,0,0.00121106,1,1472.09,1474.88,278.143,3,
7,0.5,3,1,1,0,0.000667617,1,1400.95,1401.57,298.471,0,
7,0.5,4,1,1,0,0.00100932,1,1522.07,1527.95,296.45,2,
7,0.5,6,1,1,0,8.8514e-05,1,340.532,340.532,232.844,0,
7,0.5,5,1,1,0,0.00072759,1,391.604,406.523,190.714,4,
7,0.5,7,1,1,0,0.00108325,1,634.89,655.244,275.733,5,
7,0.5,9,1,1,0,0.00531552,1,1632.04,1646.71,327.307,1,
7,0.5,8,1,1,0,0.0114394,1,1549.01,1574.54,454.47,21,
8,0.5,1,1,1,0,0.000555819,1,1279.69,1279.69,383.742,0,
8,0.5,2,1,1,0,0.00148231,1,1709.49,1712.27,278.143,3,
8,0.5,3,1,1,0,0.0025887,1,1514.67,1549.75,299.094,3,
8,0.5,6,1,1,0,9.9967e-05,1,340.532,340.532,232.844,0,
8,0.5,5,1,1,0,0.000721698,1,391.604,406.523,190.714,4,
8,0.5,4,1,1,0,0.0102861,1,1533.57,1557.52,305.487,4,
8,0.5,7,1,1,0,0.00222103,1,852.456,875.383,275.733,5,
8,0.5,9,1,1,0,0.00541995,1,1716.93,1731.61,327.307,1,
8,0.5,8,1,1,0,0.0135267,1,1549.01,1574.54,454.47,21,
9,0.5,1,1,1,0,0.000638592,1,1573.4,1573.4,383.742,0,
9,0.5,5,1,1,0,0.000577579,1,391.604,406.523,190.714,4,
9,0.5,6,1,1,0,9.608e-05,1,340.532,340.532,232.844,0,
9,0.5,2,1,1,0,0.0103304,1,1870.94,1881.95,278.143,11,
9,0.5,7,1,1,0,0.00225615,1,897.674,920.601,275.733,5,
9,0.5,9,1,1,0,0.00664581,1,1972.25,1986.92,327.307,1,
9,0.5,8,1,1,0,0.012503,1,1549.01,1574.54,454.47,21,
9,0.5,3,1,1,0,0.107759,1,1942.5,1977.59,427.835,64,
10,0.5,1,1,1,0,0.000658119,1,1684.46,1684.46,383.742,0,
10,0.5,3,1,1,0,0.0857651,1,1997.2,2032.28,427.835,64,
10,0.5,2,1,1,0,0.115335,1,1934.23,1956.44,278.143,100,
10,0.5,5,1,1,0,0.00063202,1,391.604,406.523,190.714,4,
10,0.5,6,1,1,0,0.000101269,1,340.532,340.532,232.844,0,
10,0.5,7,1,1,0,0.00679914,1,1101.72,1124.64,278.306,14,
10,0.5,9,1,1,0,0.00844769,1,1987.56,2002.24,327.307,1,
10,0.5,8,1,1,0,0.0142731,1,1549.01,1574.54,454.47,21,
11,0.5,4,1,1,0,0.135074,1,2357.09,2387.45,356.847,21,
11,0.5,3,1,1,0,0.200301,1,1998.42,2033.51,427.835,64,
11,0.5,2,1,1,0,0.338983,1,2220.34,2267.63,311.191,105,
11,0.5,5,1,1,0,0.000690339,1,391.604,406.523,190.714,4,
11,0.5,6,1,1,0,0.000110295,1,340.532,340.532,232.844,0,
11,0.5,7,1,1,0,0.00709325,1,1210.6,1233.53,278.306,14,
11,0.5,8,1,1,0,0.0156331,1,1549.01,1574.54,454.47,21,
11,0.5,9,1,1,0,0.0837638,1,2302.2,2317.5,327.307,26,
12,0.5,5,1,1,0,0.000767443,1,391.604,406.523,190.714,4,
12,0.5,6,1,1,0,0.000382263,1,340.532,340.532,232.844,0,
12,0.5,7,1,1,0,0.0095432,1,1461.36,1484.29,278.306,14,
12,0.5,8,1,1,0,0.0135884,1,1549.01,1574.54,454.47,21,
12,0.5,4,1,1,0,0.0608836,1,2460.8,2491.16,356.847,21,
12,0.5,9,1,1,0,0.234381,1,2572.28,2579.23,323.018,80,
13,0.5,6,1,1,0,8.6213e-05,1,340.532,340.532,232.844,0,
13,0.5,5,1,1,0,0.000794243,1,391.604,406.523,190.714,4,
13,0.5,7,1,1,0,0.00895794,1,1467.76,1490.68,278.306,14,
13,0.5,8,1,1,0,0.016423,1,1549.01,1574.54,454.47,21,
14,0.5,5,1,1,0,0.000657538,1,391.604,406.523,190.714,4,
14,0.5,6,1,1,0,0.000100367,1,340.532,340.532,232.844,0,
14,0.5,8,1,1,0,0.0137997,1,1549.01,1574.54,454.47,21,
14,0.5,7,1,1,0,0.0207051,1,1601.34,1628.09,268.337,22,
15,0.5,5,1,1,0,0.000664952,1,391.604,406.523,190.714,4,
15,0.5,6,1,1,0,9.9996e-05,1,340.532,340.532,232.844,0,
15,0.5,8,1,1,0,0.0240357,1,1549.01,1574.54,454.47,21,
16,0.5,6,1,1,0,0.000133139,1,340.532,340.532,232.844,0,
16,0.5,5,1,1,0,0.000764939,1,391.604,406.523,190.714,4,
16,0.5,8,1,1,0,0.0481386,1,1549.01,1574.54,454.47,21,
17,0.5,6,1,1,0,0.000139039,1,340.532,340.532,232.844,0,
17,0.5,5,1,1,0,0.000666044,1,391.604,406.523,190.714,4,
17,0.5,8,1,1,0,0.0505698,1,1549.01,1574.54,454.47,21,
18,0.5,5,1,1,0,0.000643071,1,391.604,406.523,190.714,4,
18,0.5,6,1,1,0,0.0001446,1,340.532,340.532,232.844,0,
18,0.5,8,1,1,0,0.0669041,1,1549.01,1574.54,454.47,21,
19,0.5,5,1,1,0,0.0018514,1,391.604,406.523,190.714,4,
19,0.5,6,1,1,0,0.000210444,1,340.532,340.532,232.844,0,
19,0.5,8,1,1,0,0.0702388,1,1549.01,1574.54,454.47,21,
20,0.5,5,1,1,0,0.000699717,1,391.604,406.523,190.714,4,
20,0.5,6,1,1,0,0.000136394,1,340.532,340.532,232.844,0,
20,0.5,8,1,1,0,0.047803,1,1549.01,1574.54,454.47,21,
21,0.5,5,1,1,0,0.000723091,1,391.604,406.523,190.714,4,
21,0.5,6,1,1,0,9.3014e-05,1,340.532,340.532,232.844,0,
21,0.5,8,1,1,0,0.0583646,1,1549.01,1574.54,454.47,21,
11,0.5,1,1,1,0,30.0341,0,1793.13,1945.85,451.823,5105,
22,0.5,5,1,1,0,0.000614969,1,391.604,406.523,190.714,4,
22,0.5,6,1,1,0,9.679e-05,1,340.532,340.532,232.844,0,
