5,0.5,2,0,0,CR,0.000109209,1,671.589,671.589,290.737,1,0,
5,0.5,3,0,0,CR,0.000115708,1,1196.02,1196.02,309.734,1,0,
5,0.5,4,0,0,CR,0.000430042,1,1164.03,1167,370.132,10,0,
5,0.5,6,0,0,CR,0.000654625,1,705.34,719.642,302.801,9,0,
5,0.5,5,0,0,CR,0.000521666,1,656.308,688.07,300.251,8,0,
5,0.5,8,0,0,CR,7.5917e-05,1,487.197,487.197,244.146,1,0,
5,0.5,9,0,0,CR,0.000175166,1,910.902,911.524,349.638,2,0,
5,0.5,7,0,0,CR,0.00971329,1,622.438,643.777,266.289,142,0,
5,0.5,10,0,0,CR,0.000108459,1,1200.02,1202.59,313.851,2,0,
5,0.5,11,0,0,CR,0.000117667,1,1262.86,1268.76,331.313,2,0,
5,0.5,14,0,0,CR,9.1e-05,1,827.691,833.024,249.419,2,0,
5,0.5,17,0,0,CR,0.000132375,1,1009.39,1014.2,301.802,2,0,
5,0.5,16,0,0,CR,0.000167417,1,983.695,989.913,264.497,4,0,
5,0.5,12,0,0,CR,0.000149584,1,1167.9,1170.48,384.788,2,0,
5,0.5,13,0,0,CR,6.4083e-05,1,953.483,953.483,335.223,1,0,
5,0.5,15,0,0,CR,0.210057,1,1230.13,1351.91,359.525,3308,0,
5,0.5,18,0,0,CR,0.0001085,1,884.888,885.203,380.47,2,0,
5,0.5,19,0,0,CR,9.2041e-05,1,1135.52,1135.96,339.244,2,0,
5,0.5,20,0,0,CR,4.8584e-05,1,590.637,590.637,231.587,1,0,
5,0.5,22,0,0,CR,0.00025275,1,1145.69,1175.86,335.109,5,0,
5,0.5,23,0,0,CR,6.8833e-05,1,796.085,796.085,292.962,1,0,
5,0.5,25,0,0,CR,0.000149375,1,816.488,850.407,264.265,3,0,
5,0.5,21,0,0,CR,0.000114666,1,1023.41,1028.69,381.719,2,0,
5,4.5,2,0,0,CR,5.3167e-05,1,671.589,671.589,290.737,1,0,
5,4.5,3,0,0,CR,0.000424292,1,1196.02,1209.4,311.98,9,0,
5,0.5,1,0,0,CR,120.001,0,1013.73,1080.43,336.135,440628,0,
5,0.5,24,0,0,CR,120.004,0,1029.8,1051.3,296.278,556748,0,
5,4.5,1,0,0,CR,120,0,1013.73,1094.15,310.841,444794,0,
5,4.5,5,0,0,CR,120.002,0,656.308,690.832,303.083,839761,0,
5,4.5,6,0,0,CR,0.464066,1,705.34,770.557,332.309,9937,0,
5,4.5,9,0,0,CR,0.00015625,1,910.902,911.524,349.015,3,0,
5,4.5,10,0,0,CR,0.000757833,1,1200.02,1223.2,321.412,14,0,
5,4.5,11,0,0,CR,0.00111729,1,1262.86,1278,331.313,24,0,
5,4.5,13,0,0,CR,0.000191875,1,953.483,954.394,336.134,3,0,
5,4.5,14,0,0,CR,0.00326704,1,827.691,854.818,269.43,89,0,
5,4.5,16,0,0,CR,0.000705167,1,983.695,996.002,270.586,20,0,
5,4.5,17,0,0,CR,0.000221209,1,1009.39,1023.71,316.117,4,0,
5,4.5,19,0,0,CR,0.00152083,1,1135.52,1150.84,339.244,55,0,
5,4.5,20,0,0,CR,8.0416e-05,1,590.637,590.637,231.587,1,0,
5,4.5,21,0,0,CR,0.000261708,1,1023.41,1040.16,381.719,8,0,
5,4.5,15,0,0,CR,6.68487,1,1230.13,1360.78,364.947,74519,0,
5,4.5,22,0,0,CR,0.000277583,1,1145.69,1175.86,335.109,5,0,
5,4.5,24,0,0,CR,0.00386546,1,1029.8,1056.77,296.278,67,0,
5,4.5,7,0,0,CR,120.001,0,622.438,651.16,272.004,926849,0,
5,4.5,12,0,0,CR,120.005,0,1167.9,1284.02,393.102,557171,0,
5,4.5,25,0,0,CR,120.002,0,816.488,890.793,242.341,537871,0,
