5,0.5,1,0,0,0,0.000230742,1,852.629,852.629,383.742,0,
5,0.5,2,0,0,0,0.000989658,1,937.558,940.416,278.143,0,
5,0.5,3,0,0,0,0.000319255,1,855.054,855.054,298.471,0,
5,0.5,4,0,0,0,0.000470719,1,1314.5,1315.12,296.45,0,
5,0.5,5,0,0,0,0.000452986,1,391.604,406.523,190.714,0,
5,0.5,6,0,0,0,8.2053e-05,1,340.532,340.532,232.844,0,
5,0.5,7,0,0,0,0.000399176,1,327.707,340.665,179.619,0,
5,0.5,8,0,0,0,0.00232309,1,1452.47,1469.19,446.746,0,
5,0.5,9,0,0,0,0.0018355,1,1016.19,1026.06,326.685,0,
6,0.5,1,0,0,0,0.000263892,1,895.13,895.13,383.742,0,
6,0.5,3,0,0,0,0.00051363,1,1146.84,1147.46,299.094,0,
6,0.5,2,0,0,0,0.0012003,1,1213.28,1216.14,278.143,0,
6,0.5,4,0,0,0,0.000556329,1,1345.9,1346.53,296.45,0,
6,0.5,5,0,0,0,0.000446464,1,391.604,406.523,190.714,0,
6,0.5,6,0,0,0,0.000113031,1,340.532,340.532,232.844,0,
6,0.5,7,0,0,0,0.000683385,1,596.044,616.398,275.733,0,
6,0.5,9,0,0,0,0.00379344,1,1317.85,1332.53,326.685,0,
6,0.5,8,0,0,0,0.0185738,1,1549.01,1572.62,453.626,0,
7,0.5,1,0,0,0,0.000395789,1,979.235,979.235,383.742,0,
7,0.5,3,0,0,0,0.000619736,1,1400.95,1401.57,298.471,0,
7,0.5,2,0,0,0,0.00134294,1,1472.09,1474.95,278.143,0,
7,0.5,5,0,0,0,0.000491617,1,391.604,406.523,190.714,0,
7,0.5,4,0,0,0,0.00092089,1,1522.07,1527.95,296.45,0,
7,0.5,6,0,0,0,8.1283e-05,1,340.532,340.532,232.844,0,
7,0.5,7,0,0,0,0.000769796,1,634.89,655.244,275.733,0,
7,0.5,9,0,0,0,0.00730321,1,1632.04,1646.71,327.307,0,
7,0.5,8,0,0,0,0.0180746,1,1549.01,1572.62,453.626,0,
8,0.5,1,0,0,0,0.000470258,1,1279.69,1279.69,383.742,0,
8,0.5,2,0,0,0,0.00137277,1,1709.49,1712.34,278.143,0,
8,0.5,3,0,0,0,0.0018329,1,1514.67,1549.75,299.094,0,
8,0.5,5,0,0,0,0.00055741,1,391.604,406.523,190.714,0,
8,0.5,4,0,0,0,0.00257437,1,1533.57,1557.52,305.487,0,
8,0.5,6,0,0,0,8.9156e-05,1,340.532,340.532,232.844,0,
8,0.5,7,0,0,0,0.00139961,1,852.456,875.383,275.733,0,
8,0.5,9,0,0,0,0.0100482,1,1716.93,1731.61,327.307,0,
8,0.5,8,0,0,0,0.0184154,1,1549.01,1572.62,453.626,0,
9,0.5,1,0,0,0,0.000521644,1,1573.4,1573.4,383.742,0,
9,0.5,5,0,0,0,0.000468344,1,391.604,406.523,190.714,0,
9,0.5,6,0,0,0,7.8908e-05,1,340.532,340.532,232.844,0,
