5,4.5,2,0,0,0,0.00132362,1,671.589,671.589,290.737,1,0,
5,4.5,8,0,0,0,0.00354292,1,487.197,499.588,244.146,5,0,
5,4.5,9,0,0,0,0.00322962,1,910.902,911.524,349.015,3,0,
5,4.5,3,0,0,0,0.0113227,1,1196.02,1209.4,311.98,9,0,
5,4.5,4,0,0,0,0.789729,1,1164.03,1179.45,373.263,819,0,
5,4.5,13,0,0,0,0.00448087,1,953.483,954.394,336.134,3,0,
5,4.5,10,0,0,0,0.0306279,1,1200.02,1223.2,321.412,14,0,
5,4.5,11,0,0,0,0.0475327,1,1262.86,1278,331.313,24,0,
5,4.5,14,0,0,0,0.23475,1,827.691,854.818,269.43,184,0,
5,4.5,17,0,0,0,0.00629646,1,1009.39,1023.71,316.117,4,0,
5,4.5,16,0,0,0,0.0329599,1,983.695,996.002,270.586,20,0,
5,4.5,19,0,0,0,0.0880927,1,1135.52,1150.84,339.244,55,0,
5,4.5,21,0,0,0,0.0155973,1,1023.41,1040.16,381.719,8,0,
5,4.5,18,0,0,0,2.47307,1,884.888,917.5,380.47,1370,0,
5,4.5,22,0,0,0,0.00904983,1,1145.69,1175.86,335.109,5,0,
5,4.5,23,0,0,0,0.0119253,1,796.085,807.106,292.962,8,0,
5,4.5,24,0,0,0,1.25355,1,1029.8,1056.77,296.278,553,0,
5,4.5,2,1,0,0,0.00117862,1,671.589,671.589,290.737,1,0,
5,4.5,3,1,0,0,0.0166423,1,1196.02,1209.4,311.98,9,0,
5,4.5,4,1,0,0,0.246567,1,1164.03,1179.45,373.263,109,0,
5,4.5,1,0,0,0,30.0015,0,1013.73,1089.13,309.614,9969,0,
5,4.5,5,0,0,0,30.0014,0,656.308,689.111,302.223,11265,0,
5,4.5,6,0,0,0,30.0017,0,705.34,766.857,302.339,16359,0,
5,4.5,7,0,0,0,30.0008,0,622.438,641.133,269.318,14474,0,
5,4.5,8,1,0,0,0.00588071,1,487.197,499.588,244.146,5,0,
5,4.5,9,1,0,0,0.00507787,1,910.902,911.524,349.015,3,0,
5,4.5,6,1,0,0,0.801377,1,705.34,770.557,332.309,544,0,
5,4.5,12,0,0,0,30.0013,0,1167.9,1279.56,386.652,9834,0,
5,4.5,13,1,0,0,0.00460946,1,953.483,954.394,336.134,3,0,
5,4.5,10,1,0,0,0.0288724,1,1200.02,1223.2,321.412,13,0,
5,4.5,11,1,0,0,0.0442286,1,1262.86,1278,331.313,21,0,
5,4.5,15,0,0,0,30.0006,0,1230.13,1352.03,377.983,9211,0,
5,4.5,17,1,0,0,0.00863921,1,1009.39,1023.71,316.117,4,0,
5,4.5,16,1,0,0,0.0286569,1,983.695,996.002,270.586,14,0,
5,4.5,14,1,0,0,0.0685607,1,827.691,854.818,269.43,45,0,
5,4.5,19,1,0,0,0.0697925,1,1135.52,1150.84,339.244,33,0,
5,4.5,18,1,0,0,0.257577,1,884.888,917.5,380.47,120,0,
5,4.5,15,1,0,0,1.47053,1,1230.13,1360.78,364.947,686,0,
5,4.5,21,1,0,0,0.00668679,1,1023.41,1040.16,381.719,5,0,
5,4.5,22,1,0,0,0.007743,1,1145.69,1175.86,335.109,5,0,
5,4.5,23,1,0,0,0.0110434,1,796.085,807.106,292.962,8,0,
5,4.5,24,1,0,0,0.588853,1,1029.8,1056.77,296.278,186,0,
5,4.5,2,0,0,1,0.00105604,1,671.589,671.589,290.737,1,0,
5,4.5,25,0,0,0,30.0037,0,816.488,882.696,242.341,9170,0,
5,4.5,3,0,0,1,0.020361,1,1196.02,1209.4,311.98,9,0,
5,4.5,1,1,0,0,30.003,0,1013.73,1093.84,311.969,10753,0,
5,4.5,4,0,0,1,1.52678,1,1164.03,1179.45,373.263,797,0,
