0,34.1364
60.2871,161.217,66.2909,164.164,6.68808,
66.2909,164.164,69.6038,165.585,3.6048,
69.6038,165.585,82.5325,173.832,15.3351,
82.5325,173.832,90.6489,176.385,8.50845,
1,100.924
194.153,152.572,189.011,151.273,5.30354,
189.011,151.273,187.241,150.81,1.82955,
187.241,150.81,186.727,148.103,2.75537,
186.727,148.103,185.641,141.988,6.21069,
185.641,141.988,185.941,134.908,7.08635,
185.941,134.908,184.414,126.148,8.89209,
184.414,126.148,182.979,120.706,5.62802,
182.979,120.706,182.48,116.285,4.44907,
182.48,116.285,180.101,110.428,6.32172,
180.101,110.428,179.949,106.436,3.99489,
179.949,106.436,180.913,105.396,1.41806,
180.913,105.396,182.143,102.155,3.46655,
182.143,102.155,185.284,96.2816,6.66053,
185.284,96.2816,191.821,86.1119,12.0895,
191.821,86.1119,210.135,83.6397,18.4801,
210.135,83.6397,216.464,83.2936,6.33846,
2,71.9984
148.459,90.1634,148.661,91.5994,1.45014,
148.661,91.5994,150.256,92.5195,1.84136,
150.256,92.5195,156.203,90.7081,6.21675,
156.203,90.7081,157.401,88.639,2.39089,
157.401,88.639,160.297,85.5565,4.22949,
160.297,85.5565,162.834,82.5217,3.95555,
162.834,82.5217,165.557,77.9626,5.31038,
165.557,77.9626,165.358,74.0723,3.89539,
165.358,74.0723,165.069,71.2288,2.85815,
165.069,71.2288,165.235,65.1126,6.11845,
165.235,65.1126,165.051,59.7286,5.38714,
165.051,59.7286,162.987,55.8816,4.36572,
162.987,55.8816,161.201,53.4536,3.01413,
161.201,53.4536,153.402,42.6642,13.313,
153.402,42.6642,149.885,37.8676,5.94783,
149.885,37.8676,149.285,36.2727,1.70403,
3,161.157
76.4173,54.979,91.4593,52.4443,15.2541,
91.4593,52.4443,101.545,50.2516,10.3213,
101.545,50.2516,108.062,48.7647,6.68447,
108.062,48.7647,143.404,46.8737,35.3926,
143.404,46.8737,148.566,47.618,5.21538,
148.566,47.618,151.724,49.2913,3.57392,
151.724,49.2913,153.88,50.5619,2.50255,
153.88,50.5619,155.665,51.7135,2.12424,
155.665,51.7135,156.592,52.4964,1.21337,
156.592,52.4964,160.742,55.4617,5.10054,
160.742,55.4617,165.462,58.3862,5.55258,
165.462,58.3862,171.252,62.5209,7.11476,
171.252,62.5209,187.119,73.8404,19.4908,
187.119,73.8404,194.275,78.8404,8.72974,
194.275,78.8404,199.95,83.3819,7.26848,
199.95,83.3819,202.106,84.6532,2.50291,
202.106,84.6532,206.329,87.4115,5.044,
206.329,87.4115,210.54,90.3483,5.13394,
210.54,90.3483,213.081,92.3784,3.25238,
213.081,92.3784,213.352,93.0554,0.729226,
213.352,93.0554,217.246,101.12,8.9555,
4,239.453
93.1406,54.4211,95.6482,53.376,2.71667,
95.6482,53.376,99.4106,52.4404,3.87698,
99.4106,52.4404,107.194,51.2721,7.87059,
107.194,51.2721,125.387,46.9163,18.7072,
125.387,46.9163,135.841,47.3823,10.4644,
135.841,47.3823,138.837,47.1204,3.00743,
138.837,47.1204,145.005,48.3887,6.29705,
145.005,48.3887,145.315,48.9037,0.601103,
145.315,48.9037,148.552,48.6453,3.2473,
148.552,48.6453,153.88,50.5619,5.66224,
153.88,50.5619,155.665,51.7135,2.12424,
155.665,51.7135,156.592,52.4964,1.21337,
156.592,52.4964,160.742,55.4617,5.10054,
160.742,55.4617,162.445,56.7594,2.14108,
162.445,56.7594,165.051,59.7286,3.95062,
165.051,59.7286,165.26,62.5892,2.86822,
165.26,62.5892,165.716,63.2033,0.764889,
165.716,63.2033,167.149,68.6375,5.61997,
167.149,68.6375,168.4,73.3782,4.90298,
168.4,73.3782,168.888,78.6608,5.30509,
168.888,78.6608,169.287,81.9813,3.34439,
169.287,81.9813,169.759,85.6937,3.74229,
169.759,85.6937,171.447,92.9336,7.43408,
171.447,92.9336,172.417,96.2738,3.47819,
172.417,96.2738,173.575,101.345,5.20173,
173.575,101.345,174.69,104.827,3.65617,
174.69,104.827,182.191,131.207,27.4257,
182.191,131.207,183.529,135.149,4.16288,
183.529,135.149,183.95,136.748,1.65349,
183.95,136.748,184.999,141.463,4.83028,
184.999,141.463,185.746,143.961,2.6073,
185.746,143.961,187.344,149.444,5.71112,
187.344,149.444,189.459,153.761,4.80726,
189.459,153.761,192.76,157.923,5.31214,
192.76,157.923,195.26,161.262,4.1712,
195.26,161.262,198.163,165.544,5.17329,
198.163,165.544,201.138,169.92,5.2915,
201.138,169.92,206.101,175.026,7.12058,
206.101,175.026,208.633,176.991,3.20503,
208.633,176.991,212.993,182.068,6.6922,
212.993,182.068,217.119,186.407,5.98755,
217.119,186.407,218.72,188.058,2.29978,
218.72,188.058,223.77,192.045,6.43418,
223.77,192.045,227.36,197.395,6.44287,
227.36,197.395,228.415,201.795,4.52471,
228.415,201.795,229.134,203.981,2.30121,
5,108.671
140.88,52.9334,130.679,49.5666,10.7422,
130.679,49.5666,124.56,52.2391,6.67716,
124.56,52.2391,120.134,52.5336,4.43579,
120.134,52.5336,105.734,54.0302,14.4776,
105.734,54.0302,101.137,56.2378,5.0996,
101.137,56.2378,99.3309,56.4134,1.81462,
99.3309,56.4134,96.1155,56.6083,3.2213,
96.1155,56.6083,92.7076,56.6186,3.40792,
92.7076,56.6186,86.3648,58.1163,6.51722,
86.3648,58.1163,76.7832,60.4469,9.86097,
76.7832,60.4469,75.6775,61.372,1.44166,
75.6775,61.372,73.5894,63.8124,3.21181,
73.5894,63.8124,66.9544,69.6944,8.86686,
66.9544,69.6944,60.9871,74.6556,7.76029,
60.9871,74.6556,52.8439,81.363,10.5499,
52.8439,81.363,48.5478,84.5953,5.37627,
48.5478,84.5953,44.4663,87.8326,5.20949,
6,203.952
122.913,213.668,114.915,213.748,7.9984,
114.915,213.748,106.552,213.473,8.36752,
106.552,213.473,101.551,211.658,5.32017,
101.551,211.658,99.445,206.818,5.27834,
99.445,206.818,98.2786,202.933,4.05632,
98.2786,202.933,97.1284,195.451,7.56989,
97.1284,195.451,96.8438,183.973,11.4815,
96.8438,183.973,97.222,177.62,6.36425,
97.222,177.62,99.8158,175.31,3.47331,
99.8158,175.31,101.499,173.728,2.30995,
101.499,173.728,105.912,172.105,4.70199,
105.912,172.105,108.401,170.81,2.80573,
108.401,170.81,115.557,166.882,8.16318,
115.557,166.882,118.322,165.555,3.06695,
118.322,165.555,126.068,161.39,8.79476,
126.068,161.39,138.025,153.6,14.2707,
138.025,153.6,144.138,150.174,7.00758,
144.138,150.174,159.319,137.099,20.0354,
159.319,137.099,159.818,135.367,1.80245,
159.818,135.367,161.811,130.579,5.18623,
161.811,130.579,163.198,127.661,3.23087,
163.198,127.661,165.402,122.932,5.21738,
165.402,122.932,166.951,119.283,3.96416,
166.951,119.283,170.092,112.093,7.84614,
170.092,112.093,173.543,103.34,9.40874,
173.543,103.34,177.497,94.6082,9.58532,
177.497,94.6082,180.582,87.4107,7.83079,
180.582,87.4107,183.825,80.5193,7.61633,
183.825,80.5193,185.675,75.8022,5.06691,
185.675,75.8022,188.199,70.2149,6.13095,
7,3.70849
26.239,78.6105,23.559,76.0472,3.70849,
8,59.8327
69.0458,190.496,80.0476,198.841,13.8086,
80.0476,198.841,99.1223,210.057,22.1279,
99.1223,210.057,106.552,213.473,8.17738,
106.552,213.473,114.915,213.748,8.36752,
114.915,213.748,122.266,213.678,7.35133,
9,59.6973
160.273,23.4251,165.01,26.1181,5.44898,
165.01,26.1181,165.32,26.5722,0.549824,
165.32,26.5722,169.668,32.1357,7.06099,
169.668,32.1357,172.787,36.2531,5.16538,
172.787,36.2531,183.348,49.369,16.8393,
183.348,49.369,185.811,53.0426,4.42286,
185.811,53.0426,190.544,60.8967,9.16996,
190.544,60.8967,196.706,67.9437,9.36111,
196.706,67.9437,197.697,69.2989,1.67888,
10,216.153
234.105,29.7284,234.613,32.3366,2.65721,
234.613,32.3366,235.236,48.1084,15.7841,
235.236,48.1084,232.401,54.1581,6.68103,
232.401,54.1581,228.833,56.7777,4.42639,
228.833,56.7777,223.988,60.4862,6.10139,
223.988,60.4862,201.187,78.5337,29.0792,
201.187,78.5337,191.821,86.1119,12.0479,
191.821,86.1119,185.284,96.2816,12.0895,
185.284,96.2816,182.143,102.155,6.66053,
182.143,102.155,174.256,113.922,14.1657,
174.256,113.922,166.195,125.626,14.2114,
166.195,125.626,159.319,137.099,13.3757,
159.319,137.099,153.266,142.938,8.41028,
153.266,142.938,146.814,148.201,8.32631,
146.814,148.201,137.099,149.45,9.79496,
137.099,149.45,134.516,150.122,2.66898,
134.516,150.122,130.779,151.526,3.99204,
130.779,151.526,127.201,152.11,3.62535,
127.201,152.11,124.713,152.04,2.48898,
124.713,152.04,117.105,153.398,7.72825,
117.105,153.398,113.829,154.037,3.33774,
113.829,154.037,109.579,152.769,4.43512,
109.579,152.769,106.228,149.058,5.00007,
106.228,149.058,100.239,143.868,7.92491,
100.239,143.868,93.7465,138.553,8.39058,
93.7465,138.553,91.6563,136.767,2.74931,
11,91.6921
81.4953,75.815,82.7195,76.953,1.67144,
82.7195,76.953,84.522,80.1207,3.64463,
84.522,80.1207,89.8195,83.1379,6.09647,
89.8195,83.1379,104.981,90.9962,17.077,
104.981,90.9962,114.67,95.7869,10.8087,
114.67,95.7869,119.517,97.9929,5.3254,
