5,0.5,2,0,0,0,5.3084e-05,1,671.589,671.589,290.737,1,0,
5,0.5,3,0,0,0,7.7292e-05,1,1196.02,1196.02,309.734,1,0,
5,0.5,4,0,0,0,0.000494458,1,1164.03,1167,370.132,20,0,
5,0.5,6,0,0,0,0.000598292,1,705.34,719.642,302.801,9,0,
5,0.5,5,0,0,0,0.00177325,1,656.308,688.07,300.251,26,0,
5,0.5,8,0,0,0,4.9584e-05,1,487.197,487.197,244.146,1,0,
5,0.5,9,0,0,0,0.000121708,1,910.902,911.524,349.638,2,0,
5,0.5,7,0,0,0,0.0419952,1,622.438,643.777,266.289,1038,0,
5,0.5,10,0,0,0,0.000113625,1,1200.02,1202.59,313.851,2,0,
5,0.5,11,0,0,0,0.000118916,1,1262.86,1268.76,331.313,2,0,
5,0.5,12,0,0,0,0.000116708,1,1167.9,1170.48,384.788,2,0,
5,0.5,13,0,0,0,6.4167e-05,1,953.483,953.483,335.223,1,0,
5,0.5,14,0,0,0,9.55e-05,1,827.691,833.024,249.419,2,0,
5,0.5,16,0,0,0,0.000169417,1,983.695,989.913,264.497,4,0,
5,0.5,17,0,0,0,0.000106917,1,1009.39,1014.2,301.802,2,0,
5,0.5,18,0,0,0,0.000102125,1,884.888,885.203,380.47,2,0,
5,0.5,19,0,0,0,9.9292e-05,1,1135.52,1135.96,339.244,2,0,
5,0.5,20,0,0,0,5.1208e-05,1,590.637,590.637,231.587,1,0,
5,0.5,21,0,0,0,0.000104042,1,1023.41,1028.69,381.719,2,0,
5,0.5,22,0,0,0,0.000275417,1,1145.69,1175.86,335.109,5,0,
5,0.5,25,0,0,0,0.000134458,1,816.488,850.407,264.265,3,0,
5,0.5,23,0,0,0,6.7667e-05,1,796.085,796.085,292.962,1,0,
5,0.5,15,0,0,0,3.43103,1,1230.13,1351.91,359.525,61188,0,
5,0.5,1,0,0,0,120.001,0,1013.73,1078.23,334.997,522891,0,
5,0.5,24,0,0,0,120.003,0,1029.8,1045.12,296.278,780740,0,
5,4.5,1,0,0,0,120.001,0,1013.73,1091.22,310.884,407215,0,
5,4.5,2,0,0,0,0.00109767,1,671.589,671.589,290.737,1,0,
5,4.5,3,0,0,0,0.000395209,1,1196.02,1209.4,311.98,9,0,
5,4.5,6,0,0,0,3.68093,1,705.34,770.557,332.309,35649,0,
5,4.5,9,0,0,0,0.00017225,1,910.902,911.524,349.015,3,0,
5,4.5,10,0,0,0,0.000543125,1,1200.02,1223.2,321.412,14,0,
5,4.5,11,0,0,0,0.000951667,1,1262.86,1278,331.313,24,0,
5,4.5,13,0,0,0,0.000153834,1,953.483,954.394,336.134,3,0,
5,4.5,14,0,0,0,0.00580967,1,827.691,854.818,269.43,184,0,
5,4.5,15,0,0,0,18.1826,1,1230.13,1360.78,364.947,234172,0,
5,4.5,16,0,0,0,0.000895458,1,983.695,996.002,270.586,20,0,
5,4.5,17,0,0,0,0.0001915,1,1009.39,1023.71,316.117,4,0,
5,4.5,19,0,0,0,0.001905,1,1135.52,1150.84,339.244,55,0,
5,4.5,20,0,0,0,5.5041e-05,1,590.637,590.637,231.587,1,0,
5,4.5,21,0,0,0,0.000272875,1,1023.41,1040.16,381.719,8,0,
5,4.5,5,0,0,0,120.001,0,656.308,690.552,303.1,910893,0,
5,4.5,22,0,0,0,0.000253417,1,1145.69,1175.86,335.109,5,0,
5,4.5,24,0,0,0,0.0238565,1,1029.8,1056.77,296.278,553,0,
5,4.5,7,0,0,0,120,0,622.438,644.324,271.136,920331,0,
5,4.5,12,0,0,0,120,0,1167.9,1279.78,386.873,643672,0,
5,4.5,25,0,0,0,120.003,0,816.488,886.411,242.341,1122573,0,
