2,0,0,DS,0,0.5,1,7.7264e-05,1,256.194,256.194,147.491,1,0,
2,0,0,DS,0,0.5,2,6.7025e-05,1,305.331,305.331,204.354,1,0,
2,0,0,DS,0,0.5,3,6.3167e-05,1,319.676,319.676,203.093,1,0,
2,0,0,DS,0,0.5,4,8.2214e-05,1,356.498,356.498,331.664,1,0,
2,0,0,DS,0,0.5,5,4.5875e-05,1,178.643,178.643,112.224,1,0,
2,0,0,DS,0,0.5,6,0.000497258,1,288.505,302.801,302.801,5,0,
2,0,0,DS,0,0.5,7,5.5634e-05,1,269.841,269.841,173.923,1,0,
2,0,0,DS,0,0.5,8,6.6155e-05,1,256.726,256.726,244.146,1,0,
2,0,0,DS,0,0.5,9,7.512e-05,1,365.555,365.555,349.015,1,0,
2,0,0,DS,0,0.5,10,7.1022e-05,1,314.478,314.478,289.579,1,0,
2,0,0,DS,0,0.5,11,0.00016576,1,643.18,649.083,331.313,2,0,
2,0,0,DS,0,0.5,12,7.7505e-05,1,527.546,527.546,265.386,1,0,
2,0,0,DS,0,0.5,13,7.6173e-05,1,375.169,375.169,335.223,1,0,
2,0,0,DS,0,0.5,14,5.8248e-05,1,169.97,169.97,101.556,1,0,
2,0,0,DS,0,0.5,15,0.000331841,1,397.303,430.393,353.558,4,0,
2,0,0,DS,0,0.5,16,8.057e-05,1,442.93,442.93,236.137,1,0,
2,0,0,DS,0,0.5,17,8.7052e-05,1,377.497,377.497,259.199,1,0,
2,0,0,DS,0,0.5,18,6.9941e-05,1,570.996,570.996,380.47,1,0,
2,0,0,DS,0,0.5,19,7.3096e-05,1,432.84,432.84,224.37,1,0,
2,0,0,DS,0,0.5,20,8.2334e-05,1,333.289,333.289,231.587,1,0,
2,0,0,DS,0,0.5,21,6.1575e-05,1,479.721,479.721,381.719,1,0,
2,0,0,DS,0,0.5,22,6.9761e-05,1,587.304,587.304,335.109,1,0,
2,0,0,DS,0,0.5,23,0.000104966,1,411.338,411.338,292.962,1,0,
2,0,0,DS,0,0.5,24,7.6303e-05,1,434.804,434.804,219.325,1,0,
2,0,0,DS,0,0.5,25,6.1534e-05,1,307.73,307.73,232.328,1,0,
3,0,0,DS,0,0.5,1,0.000807037,1,481.349,504.457,227.729,20,0,
3,0,0,DS,0,0.5,2,5.9973e-05,1,368.435,368.435,204.354,1,0,
3,0,0,DS,0,0.5,3,6.6704e-05,1,598.52,598.52,278.844,1,0,
3,0,0,DS,0,0.5,4,7.7063e-05,1,726.007,726.007,369.509,1,0,
3,0,0,DS,0,0.5,5,0.000130454,1,283.58,283.58,112.224,1,0,
3,0,0,DS,0,0.5,6,0.000532734,1,359.112,373.408,302.801,5,0,
3,0,0,DS,0,0.5,7,0.000310209,1,289.923,304.219,188.219,4,0,
3,0,0,DS,0,0.5,8,7.6132e-05,1,334.581,334.581,244.146,1,0,
3,0,0,DS,0,0.5,9,0.000148718,1,602.435,603.058,349.638,2,0,
3,0,0,DS,0,0.5,10,7.3918e-05,1,628.328,628.328,313.851,1,0,
3,0,0,DS,0,0.5,11,0.000247974,1,905.777,911.68,331.313,2,0,
3,0,0,DS,0,0.5,12,0.000179506,1,912.334,914.907,384.788,2,0,
3,0,0,DS,0,0.5,13,9.1081e-05,1,607.208,607.208,335.223,1,0,
3,0,0,DS,0,0.5,14,0.000101641,1,419.389,424.722,254.752,2,0,
3,0,0,DS,0,0.5,15,0.000602985,1,717.153,789.918,359.525,7,0,
3,0,0,DS,0,0.5,16,0.000126736,1,700.307,706.21,257.376,2,0,
3,0,0,DS,0,0.5,17,6.1696e-05,1,629.358,629.358,259.199,1,0,
3,0,0,DS,0,0.5,18,0.000132918,1,807.662,807.977,380.47,2,0,
3,0,0,DS,0,0.5,19,0.000101129,1,522.42,522.867,224.37,2,0,
3,0,0,DS,0,0.5,20,7.4909e-05,1,419.801,419.801,231.587,1,0,
3,0,0,DS,0,0.5,21,0.000104475,1,717.682,722.958,381.719,2,0,
3,0,0,DS,0,0.5,22,0.000342079,1,707.186,736.731,335.109,4,0,
3,0,0,DS,0,0.5,23,9.2693e-05,1,464.486,464.486,292.962,1,0,
3,0,0,DS,0,0.5,24,6.8438e-05,1,597.365,597.365,219.325,1,0,
3,0,0,DS,0,0.5,25,9.046e-05,1,538.076,538.076,232.328,1,0,
4,0,0,DS,0,0.5,1,0.000837403,1,708.022,731.13,227.729,20,0,
4,0,0,DS,0,0.5,2,6.3489e-05,1,380.852,380.852,204.354,1,0,
4,0,0,DS,0,0.5,3,9.4367e-05,1,886.282,886.282,287.762,1,0,
4,0,0,DS,0,0.5,4,0.00035929,1,839.282,841.636,369.509,8,0,
4,0,0,DS,0,0.5,5,5.1425e-05,1,356.057,356.057,112.224,1,0,
4,0,0,DS,0,0.5,6,0.000418391,1,523.749,538.046,302.801,5,0,
4,0,0,DS,0,0.5,8,8.3587e-05,1,449.769,449.769,244.146,1,0,
4,0,0,DS,0,0.5,9,0.00018787,1,644.675,645.297,349.638,2,0,
4,0,0,DS,0,0.5,7,0.0043736,1,555.589,576.928,266.289,65,0,
4,0,0,DS,0,0.5,10,0.000143609,1,926.552,929.126,313.851,2,0,
4,0,0,DS,0,0.5,11,0.000274473,1,984.985,990.888,331.313,3,0,
4,0,0,DS,0,0.5,12,0.000156732,1,1054.63,1057.2,384.788,2,0,
4,0,0,DS,0,0.5,13,9.2503e-05,1,769.006,769.006,335.223,1,0,
4,0,0,DS,0,0.5,14,0.000152153,1,656.782,662.115,249.419,2,0,
4,0,0,DS,0,0.5,16,0.0002682,1,964.489,970.707,264.497,4,0,
