3,0,0,DS,ICP,0.353553385,1,0.000186528,1,203.196668563,203.196668563,161.953909422,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,2,0.000311142,1,468.648804296,468.648804296,247.848670148,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,3,0.000442287,1,317.004556875,317.004556875,198.583365341,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,4,0.000288198,1,323.524493015,323.524493015,240.651774800,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,5,0.001576897,1,511.889464363,512.127137245,273.395505175,3,0,10,89.602850838,2,18.761723162,0,0.000000000,0,0.000000000,74,7097.480792157,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,6,0.000379459,1,402.555952673,402.555952673,256.766012359,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,7,0.001804942,1,467.490868882,468.895799299,216.175422563,3,0,12,91.691807631,2,2.212611718,0,0.000000000,0,0.000000000,90,7165.882351272,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,8,0.000250979,1,376.954560176,376.954560176,144.920366362,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,9,0.002196142,1,686.610126150,687.184730293,318.852845701,3,0,8,62.701489854,2,22.207850362,0,0.000000000,0,0.000000000,32,4546.647708759,0,0.000000000,0,0.000000000,
3,0,0,DS,ICP,0.353553385,10,0.000361425,1,541.818554167,541.818554167,238.171405458,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
