3,0,0,0,0,0.500000000,1,0.000220683,1,466.210450896,466.210450896,261.332925771,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
2,0,0,0,0,0.500000000,1,0.000302726,1,417.089461950,417.089461950,261.332925771,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
4,0,0,0,0,0.500000000,1,0.002927783,1,647.306314146,657.297803638,261.332925771,53,0,104,1143.783805222,0,0.000000000,0,0.000000000,0,0.000000000,
5,0,0,0,0,0.500000000,1,0.002997252,1,900.609391262,910.600880754,261.332925771,53,0,104,1143.783805222,0,0.000000000,0,0.000000000,0,0.000000000,
6,0,0,0,0,0.500000000,1,0.017913154,1,1084.721725393,1096.947616139,261.332925771,312,0,622,4538.531436598,0,0.000000000,0,0.000000000,0,0.000000000,
7,0,0,0,0,0.500000000,1,0.017676623,1,1366.660456167,1378.886346913,281.938730775,312,0,622,4538.531436598,0,0.000000000,0,0.000000000,0,0.000000000,
8,0,0,0,0,0.500000000,1,27.688283063,1,1376.610083610,1395.482143165,281.938730775,240463,0,477863,3509129.937449246,0,0.000000000,0,0.000000000,0,0.000000000,
30,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
9,0,0,0,0,0.500000000,1,30.000092745,0,1653.005308881,1677.612013992,282.298601469,262462,0,521803,3921855.517450469,0,0.000000000,0,0.000000000,0,0.000000000,
10,0,0,0,0,0.500000000,1,30.000196960,0,1903.406419759,1928.013124858,282.298601469,258404,0,514078,3889128.851925176,0,0.000000000,0,0.000000000,0,0.000000000,
11,0,0,0,0,0.500000000,1,30.000167867,0,1956.966501792,1981.573206887,282.298601469,256120,0,512238,3991392.122584513,0,0.000000000,0,0.000000000,0,0.000000000,
12,0,0,0,0,0.500000000,1,30.000113143,0,2029.176885846,2053.783590930,282.298601469,250020,0,500038,3978493.266394750,0,0.000000000,0,0.000000000,0,0.000000000,
13,0,0,0,0,0.500000000,1,30.000080343,0,2250.271514756,2276.525727271,282.298601469,243720,0,487438,3979177.659873657,0,0.000000000,0,0.000000000,0,0.000000000,
14,0,0,0,0,0.500000000,1,30.000174528,0,2501.353571513,2543.028389108,282.298601469,202683,0,405364,4916663.316180273,0,0.000000000,0,0.000000000,0,0.000000000,
15,0,0,0,0,0.500000000,1,30.000052819,0,2826.757466663,2869.974354812,325.403895149,196582,0,393162,4649659.107350750,0,0.000000000,0,0.000000000,0,0.000000000,
16,0,0,0,0,0.500000000,1,30.000126949,0,2997.347723218,3040.419148083,325.403895149,189502,0,379002,4463663.668588979,0,0.000000000,0,0.000000000,0,0.000000000,
17,0,0,0,0,0.500000000,1,30.000152717,0,3021.147016452,3064.218441315,325.403895149,188537,0,377072,4421678.870483015,0,0.000000000,0,0.000000000,0,0.000000000,
18,0,0,0,0,0.500000000,1,30.000085563,0,3183.291691866,3229.452925411,325.403895149,209525,0,419048,3398238.230612329,0,0.000000000,0,0.000000000,0,0.000000000,
20,0,0,0,0,0.500000000,1,30.000084880,0,3435.495832599,3482.354234044,325.403895149,191365,0,382728,5489839.504960765,0,0.000000000,0,0.000000000,0,0.000000000,
21,0,0,0,0,0.500000000,1,30.000066647,0,3698.188169432,3748.021284938,331.307271347,173380,0,346750,2909694.086877736,0,0.000000000,0,0.000000000,0,0.000000000,
22,0,0,0,0,0.500000000,1,30.000173997,0,3885.153770298,3934.986885802,331.307271347,169441,0,338872,2893930.283520458,0,0.000000000,0,0.000000000,0,0.000000000,
23,0,0,0,0,0.500000000,1,30.000186500,0,4152.813763162,4202.646878663,331.307271347,163282,0,326554,2764594.645448769,0,0.000000000,0,0.000000000,0,0.000000000,
24,0,0,0,0,0.500000000,1,30.000148330,0,4521.907104608,4571.740220106,369.093341447,158585,0,317160,2646348.587727335,0,0.000000000,0,0.000000000,0,0.000000000,
25,0,0,0,0,0.500000000,1,30.000081764,0,4657.756487510,4707.589603005,369.093341447,155398,0,310034,2533872.398044876,0,0.000000000,0,0.000000000,0,0.000000000,
26,0,0,0,0,0.500000000,1,30.000142398,0,4843.354637100,4893.187752591,369.093341447,149129,0,297496,2480487.802590908,0,0.000000000,0,0.000000000,0,0.000000000,
27,0,0,0,0,0.500000000,1,30.000098195,0,4968.494257886,5018.197895513,369.093341447,143373,0,270857,1763668.368937172,0,0.000000000,0,0.000000000,0,0.000000000,
28,0,0,0,0,0.500000000,1,30.000179968,0,5117.132346219,5166.303689978,369.093341447,141384,0,267863,1731680.710056183,0,0.000000000,0,0.000000000,0,0.000000000,
29,0,0,0,0,0.500000000,1,30.000099618,0,5304.280729313,5353.210468729,369.093341447,133298,0,252604,1712460.333230968,0,0.000000000,0,0.000000000,0,0.000000000,
19,0,0,0,0,0.500000000,1,30.060299087,0,3421.612852709,3468.471254169,325.403895149,196614,0,393226,5500811.592589466,0,0.000000000,0,0.000000000,0,0.000000000,
31,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
32,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
33,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
34,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
35,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
36,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
37,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
38,0,0,0,0,0.500000000,1,0.000000000,0,-1.000000000,-1.000000000,-1.000000000,0,-1,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
