100,100,100,100,100,98,97,95,94,91,89,85,81,74,73,63,60,52,46,41,31,24,16,11,9,8,5,5,3,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
