100,100,99,99,96,96,93,91,88,84,75,68,63,54,45,43,38,34,26,21,16,16,13,10,8,4,4,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
