2,1sparse,4.0245e-05,1,417.089,417.089,261.333,1,
2,2sparse,5.3801e-05,1,602.28,602.28,444.534,1,
2,3sparse,4.4283e-05,1,566.543,566.543,308.962,1,
2,4sparse,0.000284239,1,162.923,184.33,153.619,4,
2,5sparse,5.0764e-05,1,322.48,322.48,254.672,1,
2,6sparse,4.7709e-05,1,569.541,569.541,320.232,1,
2,7sparse,4.6076e-05,1,625.203,625.203,322.133,1,
2,8sparse,3.2972e-05,1,185.422,185.422,101.532,1,
2,9sparse,3.7491e-05,1,273.905,273.905,147.893,1,
2,11sparse,4.3823e-05,1,607.286,607.286,347.668,1,
2,12sparse,3.4265e-05,1,405.499,405.499,257.298,1,
2,13sparse,0.000111348,1,562.32,562.734,374.435,2,
2,10sparse,0.0147312,1,362.03,376.125,217.629,285,
2,14sparse,5.4672e-05,1,467.028,467.028,312.706,1,
2,15sparse,3.4745e-05,1,314.929,314.929,301.022,1,
2,16sparse,3.2411e-05,1,317.851,317.851,181.555,1,
2,17sparse,4.856e-05,1,362.736,362.736,286.86,1,
2,18sparse,2.8483e-05,1,272.161,272.161,167.225,1,
2,19sparse,4.0487e-05,1,493.969,493.969,319.21,1,
2,20sparse,3.6608e-05,1,552.574,552.574,280.194,1,
2,21sparse,3.4024e-05,1,513.006,513.006,369.093,1,
2,22sparse,4.3021e-05,1,711.54,711.54,377.825,1,
2,23sparse,3.6769e-05,1,563.145,563.145,282.132,1,
2,24sparse,3.0758e-05,1,401.002,401.002,341.764,1,
2,25sparse,4.7719e-05,1,657.134,657.134,443.615,1,
3,1sparse,3.8202e-05,1,466.21,466.21,261.333,1,
3,2sparse,0.000155471,1,858.452,859.075,444.534,2,
3,3sparse,5.6356e-05,1,774.865,774.865,308.962,1,
3,4sparse,0.000253112,1,346.795,368.202,183.872,4,
3,5sparse,0.000916572,1,608.121,609.256,286.775,12,
3,6sparse,5.0324e-05,1,705.39,705.39,320.232,1,
3,7sparse,5.353e-05,1,746.973,746.973,322.133,1,
3,8sparse,6.8778e-05,1,493.765,493.765,308.342,1,
3,9sparse,4.859e-05,1,656.844,656.844,382.939,1,
3,11sparse,0.000152025,1,660.107,687.078,374.638,2,
3,12sparse,0.000102321,1,671.728,672.35,266.229,2,
3,13sparse,0.000277188,1,640.703,642.59,375.908,4,
3,14sparse,4.788e-05,1,702.941,702.941,312.706,1,
3,15sparse,4.4373e-05,1,487.378,487.378,301.022,1,
3,16sparse,3.0608e-05,1,421.195,421.195,181.555,1,
3,17sparse,5.7618e-05,1,714.578,714.578,351.842,1,
3,10sparse,0.0157557,1,523.269,537.364,217.629,285,
3,18sparse,4.1518e-05,1,556.652,556.652,284.491,1,
3,19sparse,6.0703e-05,1,758.836,758.836,319.21,1,
3,20sparse,0.000346017,1,927.009,927.631,374.435,4,
3,21sparse,3.7299e-05,1,553.158,553.158,369.093,1,
3,22sparse,6.3569e-05,1,1080.18,1080.18,377.825,1,
3,23sparse,0.000125535,1,608.132,635.103,309.103,2,
3,24sparse,3.786e-05,1,569.373,569.373,341.764,1,
3,25sparse,0.00161394,1,800.796,805.879,448.699,22,
4,2sparse,0.000163375,1,975.752,976.375,445.156,2,
4,3sparse,5.4842e-05,1,831.625,831.625,308.962,1,
4,1sparse,0.00378665,1,647.306,656.258,261.333,54,
4,4sparse,0.000287617,1,724.448,745.855,377.653,4,
4,6sparse,0.000113763,1,934.839,935.462,320.232,2,
4,7sparse,5.1987e-05,1,802.982,802.982,322.133,1,
4,8sparse,6.5491e-05,1,880.445,880.445,386.68,1,
4,9sparse,4.9582e-05,1,866.163,866.163,382.939,1,
4,11sparse,0.000155751,1,925.989,952.959,374.638,2,
4,12sparse,0.000110646,1,878.199,878.821,266.229,2,
4,10sparse,0.0169446,1,640.394,654.489,217.629,285,
4,5sparse,0.326017,1,710.557,850.364,286.492,1625,
4,13sparse,0.000261267,1,860.168,862.056,375.908,4,
4,14sparse,6.3028e-05,1,965.318,965.318,312.706,1,
4,15sparse,0.000211877,1,777.262,780.458,303.595,3,
4,16sparse,4.2289e-05,1,577.169,577.169,181.555,1,
4,17sparse,5.941e-05,1,986.7,986.7,351.842,1,
4,18sparse,4.0275e-05,1,605.971,605.971,284.491,1,
4,19sparse,6.5102e-05,1,1039.54,1039.54,319.21,1,
4,20sparse,0.000177801,1,1250.39,1251.01,374.435,2,
4,21sparse,5.3499e-05,1,599.676,599.676,369.093,1,
4,22sparse,0.000309667,1,1343.47,1344.92,377.825,2,
4,23sparse,0.000345336,1,957.434,985.028,349.925,4,
4,24sparse,5.7487e-05,1,716.62,716.62,341.764,1,
4,25sparse,0.00184807,1,907.831,912.914,448.699,22,
5,2sparse,0.000162243,1,1122.56,1123.18,445.156,2,
5,3sparse,7.4628e-05,1,961.632,961.632,308.962,1,
5,1sparse,0.00357867,1,900.609,909.561,261.333,54,
5,4sparse,0.000323746,1,859.395,880.803,377.653,4,
5,6sparse,0.000670811,1,1201.38,1202.91,320.232,8,
5,5sparse,0.319322,1,870.016,1009.82,286.492,1625,
5,7sparse,0.00113761,1,1169.13,1171.43,368.444,14,
5,8sparse,0.000132518,1,1236,1236.51,386.68,2,
5,9sparse,6.1605e-05,1,895.446,895.446,382.939,1,
5,11sparse,0.000183983,1,1004.5,1031.47,374.638,2,
5,12sparse,0.000126296,1,1047.51,1048.13,266.229,2,
5,13sparse,0.00038533,1,1182.08,1184.18,375.057,4,
5,14sparse,8.1011e-05,1,979.136,979.136,312.706,1,
5,15sparse,0.000185135,1,899.032,902.228,303.595,3,
5,16sparse,5.6235e-05,1,644.317,644.317,181.555,1,
5,17sparse,0.000167934,1,1230,1232.49,351.842,2,
5,18sparse,0.000181459,1,878.509,879.131,284.491,2,
5,19sparse,0.000123881,1,1217.7,1218.02,319.21,2,
5,21sparse,0.000138648,1,1040.47,1041.09,440.795,2,
5,10sparse,0.015735,1,751.288,769.082,217.629,290,
5,20sparse,0.00148319,1,1584.38,1603.55,374.435,6,
5,22sparse,0.000328563,1,1532.8,1534.25,377.825,2,
5,24sparse,6.2136e-05,1,979.904,979.904,341.764,1,
6,2sparse,0.000229288,1,1402.07,1402.7,444.534,2,
6,3sparse,6.2557e-05,1,977.494,977.494,308.962,1,
6,1sparse,0.00703599,1,1084.72,1095.91,261.333,93,
5,25sparse,0.0160502,1,1281.98,1292.05,443.615,184,
5,23sparse,0.0728487,1,1321.87,1360.85,364.432,728,
6,4sparse,0.177606,1,1045.98,1096.72,377.653,2202,
6,6sparse,0.000656727,1,1244.2,1245.73,320.232,8,
6,7sparse,0.00119351,1,1424.39,1426.69,368.444,14,
6,8sparse,0.000145772,1,1525.23,1525.74,386.68,2,
6,9sparse,8.3456e-05,1,1320.31,1320.31,424.866,1,
6,11sparse,0.000175688,1,1127.56,1154.53,374.638,2,
6,12sparse,0.00107836,1,1160.05,1175.73,266.229,12,
6,13sparse,0.000445551,1,1501.1,1503.2,375.057,4,
6,14sparse,9.2432e-05,1,1354.94,1354.94,375.806,1,
6,15sparse,0.000275615,1,1244.19,1247.39,345.158,3,
6,16sparse,5.5172e-05,1,714.638,714.638,181.555,1,
6,17sparse,0.000208299,1,1310.29,1312.77,351.842,2,
6,18sparse,0.000466581,1,1226.73,1229.92,350.792,3,
6,19sparse,0.000137637,1,1414.29,1414.61,319.21,2,
6,21sparse,0.000189654,1,1353.18,1353.8,440.795,2,
6,22sparse,0.000356086,1,1631.99,1633.44,377.825,2,
6,20sparse,0.00401742,1,1651.09,1700.42,375.057,17,
6,10sparse,0.0919922,1,911.878,930.422,217.629,1673,
6,5sparse,0.742167,1,1186.91,1327.34,317.519,3338,
6,23sparse,0.000877799,1,1651.44,1691.04,375.825,7,
6,24sparse,7.5631e-05,1,1182.46,1182.46,341.764,1,
7,2sparse,0.000301953,1,1494.42,1495.05,444.534,3,
7,3sparse,8.4057e-05,1,1274.47,1274.47,308.962,1,
7,6sparse,0.000669039,1,1314.96,1316.5,320.232,8,
7,1sparse,0.00803533,1,1366.66,1377.85,281.939,93,
7,7sparse,0.00132428,1,1847.29,1876.48,440.697,8,
7,8sparse,0.000374118,1,1851.28,1860.26,392.584,6,
6,25sparse,0.0164798,1,1374.45,1384.52,443.615,184,
7,4sparse,0.406568,1,1213.26,1264.91,377.653,4995,
7,5sparse,0.742669,1,1236.38,1376.81,317.519,3338,
7,9sparse,0.00023016,1,1625.87,1626.49,424.866,2,
7,11sparse,0.000294609,1,1464.41,1502.77,374.638,4,
7,13sparse,0.000474326,1,1688.07,1690.17,375.057,4,
7,12sparse,0.00246271,1,1322.69,1338.37,266.851,26,
7,14sparse,0.000101059,1,1612.52,1612.52,375.806,1,
7,15sparse,0.000437045,1,1630.87,1638.87,391.488,4,
7,16sparse,0.000154478,1,970.158,972.874,258.236,2,
7,17sparse,0.000550927,1,1618.88,1629.84,351.842,5,
7,18sparse,0.000684959,1,1412.73,1416.24,350.792,4,
7,19sparse,0.00033217,1,1668.32,1674.54,319.21,4,
7,21sparse,0.000651725,1,1595.52,1607.53,440.795,5,
7,20sparse,0.00414323,1,1848.12,1897.46,375.057,17,
7,22sparse,0.00102978,1,1961.56,1975.02,381.487,6,
7,24sparse,0.000126617,1,1361.58,1363.81,341.764,2,
7,23sparse,0.00195905,1,2056.52,2107.52,416.473,14,
8,2sparse,0.000223638,1,1665.54,1666.16,444.534,2,
8,3sparse,9.4196e-05,1,1391.6,1391.6,308.962,1,
8,8sparse,0.000376393,1,1880.73,1889.71,392.584,6,
8,7sparse,0.00157652,1,2027.47,2057.28,440.697,10,
7,25sparse,0.012558,1,1651.85,1662.58,448.699,99,
8,6sparse,0.0368415,1,1487.74,1492.52,320.232,393,
7,10sparse,0.0939876,1,1245.59,1264.14,333.716,1673,
8,1sparse,0.072556,1,1376.61,1394.44,281.939,906,
8,4sparse,0.412686,1,1333.42,1385.07,377.653,4995,
8,5sparse,0.780144,1,1371.33,1511.76,317.519,3338,
