100,100,96,91,85,79,76,73,64,55,50,37,33,26,21,19,19,15,10,7,5,4,1,1,0,0,1,1,0,0,0,0,0
0,0,0,2,2,2,2,2,2,2,3,4,5,5,4,3,5,3,3,3,2,2,4,2,2,2,2,2,1,1,1,1,2
