2,0,0,DS,0,0.500000000,1,0.000180537,1,174.239374696,174.239374696,161.953909422,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,0,0.500000000,1,0.000219170,1,203.196668563,203.196668563,161.953909422,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
4,0,0,DS,0,0.500000000,1,0.000283230,1,304.192880621,304.192880621,161.953909422,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
5,0,0,DS,0,0.500000000,1,0.000369090,1,323.136811231,323.136811231,161.953909422,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
6,0,0,DS,0,0.500000000,1,0.000622946,1,575.621642566,575.621642566,252.484831335,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
7,0,0,DS,0,0.500000000,1,0.000512838,1,590.704047515,590.704047515,252.484831335,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
8,0,0,DS,0,0.500000000,1,0.000681074,1,759.800111479,759.800111479,252.484831335,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
9,0,0,DS,0,0.500000000,1,0.008812515,1,1000.865930601,1001.326850403,252.484831335,4,0,12,11.911840109,3,0.000000000,0,0.000000000,0,0.000000000,
10,0,0,DS,0,0.500000000,1,0.010226660,1,1283.393797383,1283.854717184,282.527866781,4,0,12,11.911840109,3,0.000000000,0,0.000000000,0,0.000000000,
11,0,0,DS,0,0.500000000,1,0.033727069,1,1492.275150399,1497.058526966,282.527866781,12,0,54,413.652026895,11,80.208970168,0,0.000000000,0,0.000000000,
12,0,0,DS,0,0.500000000,1,0.235854619,1,1677.982691563,1684.328535764,282.527866781,230,0,1030,8692.209318896,229,2017.981034075,0,0.000000000,0,0.000000000,
13,0,0,DS,0,0.500000000,1,0.240223670,1,1780.786607553,1787.132451754,282.527866781,230,0,1030,8692.209318896,229,2017.981034075,0,0.000000000,0,0.000000000,
14,0,0,DS,0,0.500000000,1,0.434615743,1,1845.389537814,1851.735382015,282.527866781,440,0,2017,15495.056593907,439,3165.774533305,0,0.000000000,0,0.000000000,
15,0,0,DS,0,0.500000000,1,1.491626721,1,2058.210652483,2065.961427101,282.527866781,974,0,5103,32710.878050841,961,4854.393514837,0,0.000000000,0,0.000000000,
18,0,0,DS,0,0.500000000,1,1.484223753,1,2576.230951475,2584.998704087,282.527866781,1027,0,5629,49216.020917878,1024,8058.003837723,0,0.000000000,0,0.000000000,
16,0,0,DS,0,0.500000000,1,2.806600190,1,2285.026351654,2293.549893270,282.527866781,1792,0,9577,65783.021062874,1771,9856.114486088,0,0.000000000,0,0.000000000,
17,0,0,DS,0,0.500000000,1,5.177600418,1,2445.882619022,2454.650371633,282.527866781,3201,0,16921,114243.118017883,3158,18315.272683471,0,0.000000000,0,0.000000000,
19,0,0,DS,0,0.500000000,1,8.081232663,1,2736.571007979,2745.872933620,283.606785703,7398,0,55314,321426.779649651,7397,33500.242077636,0,0.000000000,0,0.000000000,
20,0,0,DS,0,0.500000000,1,8.219147623,1,2758.629458282,2767.931383924,283.606785703,7398,0,55314,321426.779649651,7397,33500.242077636,0,0.000000000,0,0.000000000,
2,0,0,DS,0,0.500000000,2,0.000291275,1,384.855827526,384.855827526,247.848670148,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,0,0.500000000,2,0.000381755,1,468.648804296,468.648804296,247.848670148,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
4,0,0,DS,0,0.500000000,2,0.000397163,1,511.288801619,511.288801619,247.848670148,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
5,0,0,DS,0,0.500000000,2,0.005592380,1,761.036362729,762.810819941,249.747561110,8,0,38,440.658337313,7,76.044957829,0,0.000000000,0,0.000000000,
6,0,0,DS,0,0.500000000,2,0.005288282,1,1062.933615655,1064.708072867,301.897252926,8,0,38,440.658337313,7,76.044957829,0,0.000000000,0,0.000000000,
7,0,0,DS,0,0.500000000,2,0.005074100,1,1195.972302398,1197.746759609,301.897252926,8,0,38,440.658337313,7,76.044957829,0,0.000000000,0,0.000000000,
8,0,0,DS,0,0.500000000,2,0.019613005,1,1318.024342210,1320.177418384,301.897252926,28,0,170,1502.057755505,26,329.254840554,0,0.000000000,0,0.000000000,
9,0,0,DS,0,0.500000000,2,0.039862021,1,1624.230845353,1626.753448321,306.576029937,64,0,396,3633.142295925,62,747.906539525,0,0.000000000,0,0.000000000,
10,0,0,DS,0,0.500000000,2,0.029859322,1,1815.420661162,1821.242030482,306.206503143,37,0,260,3024.169202048,36,604.549075340,0,0.000000000,0,0.000000000,
11,0,0,DS,0,0.500000000,2,0.035453375,1,2015.000135799,2020.821505119,306.206503143,39,0,290,3559.867831338,38,699.951273129,0,0.000000000,0,0.000000000,
14,0,0,DS,0,0.500000000,2,0.036394225,1,2373.765186658,2379.623348744,306.206503143,43,0,302,3754.268159109,42,803.468217586,0,0.000000000,0,0.000000000,
12,0,0,DS,0,0.500000000,2,0.041885136,1,2169.290340435,2175.111709754,306.206503143,40,0,294,3584.170297848,39,707.430188390,0,0.000000000,0,0.000000000,
13,0,0,DS,0,0.500000000,2,0.039645467,1,2272.094256424,2277.915625744,306.206503143,40,0,294,3584.170297848,39,707.430188390,0,0.000000000,0,0.000000000,
15,0,0,DS,0,0.500000000,2,0.036726888,1,2390.444282045,2396.302444131,306.206503143,43,0,302,3754.268159109,42,803.468217586,0,0.000000000,0,0.000000000,
16,0,0,DS,0,0.500000000,2,0.167880911,1,2552.552091218,2558.970880075,306.206503143,268,0,1558,12561.684487147,266,2980.595334896,0,0.000000000,0,0.000000000,
17,0,0,DS,0,0.500000000,2,0.645210919,1,2778.929164093,2785.717479745,306.576029937,795,0,5822,49221.483847207,790,7982.326259230,0,0.000000000,0,0.000000000,
18,0,0,DS,0,0.500000000,2,0.674857574,1,2826.794010474,2833.582326125,306.576029937,795,0,5822,49221.483847207,790,7982.326259230,0,0.000000000,0,0.000000000,
20,0,0,DS,0,0.500000000,2,1.142795211,1,3115.463630276,3124.154478333,306.206503143,1158,0,8874,64862.684786983,1150,9885.850443174,0,0.000000000,0,0.000000000,
19,0,0,DS,0,0.500000000,2,1.150111256,1,3087.744187044,3096.435035100,306.206503143,1158,0,8874,64862.684786983,1150,9885.850443174,0,0.000000000,0,0.000000000,
21,0,0,DS,0,0.500000000,2,1.185448454,1,3303.862813203,3312.553661259,306.206503143,1158,0,8874,64862.684786983,1150,9885.850443174,0,0.000000000,0,0.000000000,
22,0,0,DS,0,0.500000000,2,1.348994577,1,3556.918200959,3567.207244001,306.206503143,1183,0,9337,71907.832247820,1175,10337.721256414,0,0.000000000,0,0.000000000,
23,0,0,DS,0,0.500000000,2,1.953507990,1,3623.388660585,3636.156234452,306.206503143,1483,0,12139,101566.555912853,1470,14676.043404552,0,0.000000000,0,0.000000000,
24,0,0,DS,0,0.500000000,2,3.125264102,1,3685.617073212,3698.670477215,306.206503143,1888,0,14946,128047.619811553,1873,17110.169872172,0,0.000000000,0,0.000000000,
21,0,0,DS,0,0.500000000,1,30.000239949,0,2846.655839647,2856.180512072,282.537245802,27450,0,203058,1153778.308928687,27443,119544.804099220,0,0.000000000,0,0.000000000,
23,0,0,DS,0,0.500000000,1,30.000135312,0,3109.334025618,3119.443546812,282.527866781,21516,0,153035,738342.398804666,21462,63830.191092430,0,0.000000000,0,0.000000000,
22,0,0,DS,0,0.500000000,1,30.000058848,0,3052.142794257,3062.288837861,282.537245802,21571,0,153411,739932.833754714,21517,63961.799311962,0,0.000000000,0,0.000000000,
24,0,0,DS,0,0.500000000,1,30.000685234,0,3270.404971059,3280.886231038,282.527866781,21832,0,151340,721215.070296755,21772,67568.742830357,0,0.000000000,0,0.000000000,
2,0,0,DS,0,0.500000000,3,0.000201075,1,210.419861723,210.419861723,198.583365341,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
3,0,0,DS,0,0.500000000,3,0.000265878,1,317.004556875,317.004556875,198.583365341,1,0,0,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,
4,0,0,DS,0,0.500000000,3,0.002333855,1,513.087062544,514.491992961,199.988295758,3,0,10,176.599705141,2,34.086667294,0,0.000000000,0,0.000000000,
25,0,0,DS,0,0.500000000,1,30.001890552,0,3425.152521254,3436.366186876,282.527866781,9377,0,85527,401092.843172943,9376,38964.641142392,0,0.000000000,0,0.000000000,
5,0,0,DS,0,0.500000000,3,0.001943966,1,600.459682699,601.864613117,199.988295758,3,0,10,176.599705141,2,34.086667294,0,0.000000000,0,0.000000000,
6,0,0,DS,0,0.500000000,3,0.002398826,1,712.021759752,713.426690169,199.988295758,3,0,10,176.599705141,2,34.086667294,0,0.000000000,0,0.000000000,
7,0,0,DS,0,0.500000000,3,0.004594574,1,904.059079169,906.868940003,199.988295758,5,0,24,424.405893645,4,65.311705227,0,0.000000000,0,0.000000000,
8,0,0,DS,0,0.500000000,3,0.032381399,1,1151.379011898,1155.327810149,248.458870146,46,0,236,763.623643831,45,85.203139039,0,0.000000000,0,0.000000000,
9,0,0,DS,0,0.500000000,3,0.033288987,1,1252.947896844,1256.896695095,248.458870146,46,0,236,763.623643831,45,85.203139039,0,0.000000000,0,0.000000000,
26,0,0,DS,0,0.500000000,1,30.000245760,0,3561.837935221,3576.715711882,282.527866781,9258,0,116048,669210.018978366,9239,60951.267638967,0,0.000000000,0,0.000000000,
27,0,0,DS,0,0.500000000,1,30.000490607,0,3768.981782077,3784.050392698,282.527866781,9323,0,116879,674109.055205247,9304,61358.627104345,0,0.000000000,0,0.000000000,
28,0,0,DS,0,0.500000000,1,30.000427169,0,3875.773953551,3890.290154229,282.527866781,9873,0,113117,638149.088331910,9850,58649.619926060,0,0.000000000,0,0.000000000,
10,0,0,DS,0,0.500000000,3,0.145719045,1,1439.867476377,1444.147107126,248.510819312,186,0,1246,5849.787241719,185,569.029691198,0,0.000000000,0,0.000000000,
11,0,0,DS,0,0.500000000,3,0.228426177,1,1511.538711461,1515.818342209,248.510819312,302,0,1978,7529.708598015,301,601.376709873,0,0.000000000,0,0.000000000,
12,0,0,DS,0,0.500000000,3,0.249983540,1,1652.629491695,1656.909122444,248.510819312,302,0,1986,7534.072571269,301,601.376709873,0,0.000000000,0,0.000000000,
29,0,0,DS,0,0.500000000,1,30.006384736,0,4168.253734665,4186.471571196,296.148074260,7790,0,99664,622026.862474555,7777,51578.669504097,0,0.000000000,0,0.000000000,
13,0,0,DS,0,0.500000000,3,2.044162813,1,1893.350271889,1898.561596138,248.510819312,2650,0,17511,64987.658803470,2428,5827.332151288,0,0.000000000,0,0.000000000,
18,0,0,DS,0,0.500000000,3,2.003538873,1,2605.176116143,2616.992233223,247.333206569,1702,0,12875,102240.964171306,1695,17256.181822989,0,0.000000000,0,0.000000000,
19,0,0,DS,0,0.500000000,3,2.030156370,1,2724.930628512,2736.746745592,247.333206569,1702,0,12875,102240.964171306,1695,17256.181822989,0,0.000000000,0,0.000000000,
30,0,0,DS,0,0.500000000,1,30.004087522,0,4213.223221515,4230.802189160,296.188468585,7793,0,99698,622297.287287729,7780,51637.999767110,0,0.000000000,0,0.000000000,
31,0,0,DS,0,0.500000000,1,30.001843880,0,4417.013467256,4438.896683669,296.148074260,7319,0,102259,698073.368795597,7311,53207.848308959,0,0.000000000,0,0.000000000,
32,0,0,DS,0,0.500000000,1,30.004565665,0,4547.706273744,4569.245257529,296.148074260,7083,0,99261,651900.813584864,7072,50759.808203483,0,0.000000000,0,0.000000000,
33,0,0,DS,0,0.500000000,1,30.001373651,0,4610.649702821,4632.579732609,296.621812989,6579,0,92238,625770.804715861,6568,47741.498392473,0,0.000000000,0,0.000000000,
14,0,0,DS,0,0.500000000,3,12.919564003,1,2093.559278252,2103.645879587,248.458870146,12609,0,83884,357552.298422909,11766,42432.169067935,0,0.000000000,0,0.000000000,
