2,0,0,DS,0,0.5,1,0.000108192,1,206.069,206.069,141.493,1,0,
2,0,0,DS,0,0.5,2,0.000164147,1,353,353,244.429,1,0,
2,0,0,DS,0,0.5,3,0.000297185,1,539.375,539.375,282.936,1,0,
2,0,0,DS,0,0.5,4,0.000160078,1,281.598,281.598,162.051,1,0,
2,0,0,DS,0,0.5,5,0.000156742,1,285.744,285.744,245.339,1,0,
2,0,0,DS,0,0.5,6,0.000194574,1,450.953,450.953,228.273,1,0,
2,0,0,DS,0,0.5,7,0.000222516,1,417.261,417.261,298.215,1,0,
2,0,0,DS,0,0.5,8,0.00016047,1,255.639,255.639,195.05,1,0,
2,0,0,DS,0,0.5,9,0.000137787,1,292.213,292.213,152.469,1,0,
2,0,0,DS,0,0.5,10,0.000147916,1,262.691,262.691,135.439,1,0,
2,0,0,DS,0,0.5,11,0.00017683,1,315.746,315.746,189.169,1,0,
2,0,0,DS,0,0.5,12,0.00015494,1,220.306,220.306,140.323,1,0,
2,0,0,DS,0,0.5,13,0.000364781,1,431.957,432.023,243.154,2,0,
2,0,0,DS,0,0.5,14,0.000174667,1,285.785,285.785,235.163,1,0,
2,0,0,DS,0,0.5,15,0.000218577,1,384.562,384.562,201.873,1,0,
2,0,0,DS,0,0.5,16,0.000206394,1,379.22,379.22,229.333,1,0,
2,0,0,DS,0,0.5,17,7.6724e-05,1,120.8,120.8,104.634,1,0,
2,0,0,DS,0,0.5,18,0.000189684,1,298.978,298.978,263.4,1,0,
2,0,0,DS,0,0.5,20,0.00020974,1,390.843,390.843,225.768,1,0,
2,0,0,DS,0,0.5,19,0.000194022,1,304.802,304.802,244.058,1,0,
2,0,0,DS,0,0.5,21,0.000174475,1,329.932,329.932,205.893,1,0,
2,0,0,DS,0,0.5,22,0.000146955,1,264.068,264.068,136.639,1,0,
2,0,0,DS,0,0.5,23,0.000224299,1,461.677,461.677,280.379,1,0,
2,0,0,DS,0,0.5,24,0.000598288,1,363.07,363.705,239.915,3,0,
2,0,0,DS,0,0.5,25,0.000212277,1,356.807,356.807,197.608,1,0,
2,0,0,DS,0,0.5,26,5.7989e-05,1,73.2524,73.2524,46.8491,1,0,
2,0,0,DS,0,0.5,27,0.000206445,1,414.587,414.587,267.597,1,0,
2,0,0,DS,0,0.5,28,0.000180738,1,387.637,387.637,258.601,1,0,
2,0,0,DS,0,0.5,30,8.6882e-05,1,157.234,157.234,130.5,1,0,
2,0,0,DS,0,0.5,29,9.6349e-05,1,105.041,105.041,80.3051,1,0,
2,0,0,DS,0,0.5,31,0.000190206,1,263.914,263.914,242.379,1,0,
2,0,0,DS,0,0.5,33,7.9599e-05,1,111.006,111.006,60.2953,1,0,
2,0,0,DS,0,0.5,35,0.000393635,1,309.797,310.91,186.377,2,0,
2,0,0,DS,0,0.5,34,8.5018e-05,1,99.1188,99.1188,64.274,1,0,
2,0,0,DS,0,0.5,36,0.000153146,1,259.722,259.722,216.163,1,0,
2,0,0,DS,0,0.5,37,9.7052e-05,1,179.633,179.633,121.145,1,0,
2,0,0,DS,0,0.5,32,0.00838455,1,512.527,514.811,270.148,30,0,
2,0,0,DS,0,0.5,38,0.000258052,1,492.308,492.308,268.679,1,0,
2,0,0,DS,0,0.5,39,0.000232153,1,470.316,470.316,250.837,1,0,
2,0,0,DS,0,0.5,40,8.5741e-05,1,170.879,170.879,95.0138,1,0,
2,0,0,DS,0,0.5,41,0.000103264,1,185.791,185.791,124.989,1,0,
2,0,0,DS,0,0.5,43,8.0911e-05,1,130.684,130.684,72.3437,1,0,
2,0,0,DS,0,0.5,42,0.000154138,1,210.302,210.302,138.959,1,0,
2,0,0,DS,0,0.5,44,0.000219901,1,362.259,362.259,196.218,1,0,
2,0,0,DS,0,0.5,45,0.000115547,1,178.114,178.114,147.961,1,0,
2,0,0,DS,0,0.5,46,0.00013388,1,237.07,237.07,119.455,1,0,
2,0,0,DS,0,0.5,47,0.000203219,1,367.467,367.467,204.95,1,0,
2,0,0,DS,0,0.5,48,0.000122179,1,173.394,173.394,115.215,1,0,
2,0,0,DS,0,0.5,49,0.000116067,1,246.499,246.499,151.211,1,0,
2,0,0,DS,0,0.5,51,0.000141836,1,277.671,277.671,207.891,1,0,
2,0,0,DS,0,0.5,52,0.000226853,1,462.511,462.511,278.639,1,0,
2,0,0,DS,0,0.5,50,0.00257925,1,389.444,389.918,218.029,14,0,
2,0,0,DS,0,0.5,53,0.000120675,1,218.82,218.82,130.201,1,0,
