3,0.5,1,0.003341702,1,457.728895775,457.728895775,225.742724838,1,0
3,0.5,2,0.001390647,1,214.07190797,214.07190797,154.183905821,1,0
3,0.5,3,0.004237666,1,552.467418246,552.467418246,251.023969451,1,0
3,0.5,4,0.004173816,1,600.252225377,600.252225377,230.095410317,1,0
3,0.5,5,0.003522399,1,478.100995781,478.100995781,188.168391734,1,0
3,0.5,6,0.0045237,1,557.169733906,557.169733906,236.61295475,1,0
3,0.5,7,0.003390933,1,518.69253512,518.69253512,193.241263545,1,0
3,0.5,8,0.003903681,1,491.205935907,491.205935907,259.566274006,1,0
3,0.5,9,0.002954068,1,428.006260823,428.006260823,270.464870996,1,0
3,0.5,10,0.005097,1,639.611369125,639.611369125,282.531457264,1,0
3,0.5,11,0.00218905,1,354.630236619,354.630236619,153.996150696,1,0
3,0.5,12,0.002728296,1,409.360619616,409.360619616,193.153006304,1,0
3,0.5,13,0.001495293,1,240.480621547,240.480621547,179.578094677,1,0
3,0.5,14,0.002518715,1,413.244228902,413.244228902,205.913326524,1,0
3,0.5,15,0.004139982,1,574.731519388,574.731519388,211.490335462,1,0
3,0.5,16,0.009008367,1,643.89374932,643.89374932,262.404015114,1,0
3,0.5,17,0.002255233,1,312.941152467,312.941152467,223.156414002,1,0
3,0.5,18,0.001724432,1,316.565964411,316.565964411,167.213123056,1,0
3,0.5,19,0.005229579,1,601.297406855,601.297406855,298.928341117,1,0
3,0.5,20,0.001582446,1,282.71463231,282.71463231,148.400644215,1,0
3,0.5,21,0.003873756,1,557.332707834,557.332707834,242.235469275,1,0
3,0.5,22,0.002341414,1,343.936863099,343.936863099,157.95462385,1,0
3,0.5,23,0.00306224,1,478.991587341,478.991587341,233.236765224,1,0
3,0.5,24,0.001009915,1,262.076618872,262.076618872,102.417973026,1,0
3,0.5,25,0.003217891,1,499.836452378,499.836452378,200.171082882,1,0
3,0.5,26,0.043100406,1,471.777061321,471.846037023,312.088918136,5,0
3,0.5,27,0.002339561,1,375.853560867,375.853560867,237.790343744,1,0
3,0.5,28,0.002053125,1,319.084526685,319.084526685,201.169072873,1,0
3,0.5,29,0.002099513,1,362.819548176,362.819548176,155.590911537,1,0
3,0.5,30,0.00246288,1,458.885989302,458.885989302,194.675570859,1,0
3,0.5,31,0.001765948,1,291.032776962,291.032776962,191.776938699,1,0
3,0.5,32,0.002741732,1,384.863617607,384.863617607,191.605822099,1,0
3,0.5,33,0.001153614,1,245.241326169,245.241326169,138.12210333,1,0
3,0.5,34,0.002492857,1,405.194914266,405.194914266,225.157460723,1,0
3,0.5,35,0.001799782,1,368.581702185,368.581702185,168.847453583,1,0
3,0.5,36,0.004260458,1,520.949074897,520.949074897,235.580155932,1,0
3,0.5,37,0.002149976,1,349.708731083,349.708731083,201.919679177,1,0
3,0.5,38,0.004870137,1,618.083252299,618.083252299,245.738499548,1,0
3,0.5,39,0.004517068,1,556.600671946,556.600671946,239.838749063,1,0
3,0.5,40,30.000824695,0,582.8979885,583.216212367,258.67046821,2788,0
3,0.5,41,0.002074656,1,343.374963126,343.374963126,191.785599494,1,0
3,0.5,42,0.00421892,1,523.108964968,523.108964968,214.87875882,1,0
3,0.5,43,0.002673484,1,411.018904022,411.018904022,188.221150909,1,0
3,0.5,44,0.004323305,1,594.947527815,594.947527815,283.393571153,1,0
3,0.5,45,0.00212013,1,373.121179866,373.121179866,175.228182186,1,0
3,0.5,46,0.002235876,1,365.424570766,365.424570766,190.511400371,1,0
3,0.5,47,0.005419564,1,678.287225692,678.287225692,233.241965148,1,0
3,0.5,48,0.003106292,1,469.981547237,469.981547237,256.148582659,1,0
3,0.5,49,0.001394004,1,300.201275104,300.201275104,118.829872524,1,0
3,0.5,50,0.001759266,1,307.112792191,307.112792191,167.442576658,1,0
3,0.5,51,0.005111427,1,534.963097422,534.963097422,317.147053576,1,0
3,0.5,52,0.002938609,1,409.064036836,409.064036836,190.008788707,1,0
3,0.5,53,0.005662285,1,680.537573295,680.537573295,276.404588767,1,0
3,0.5,54,0.002679325,1,393.322883217,393.322883217,227.287388344,1,0
3,0.5,55,0.003826207,1,524.571614139,524.571614139,217.701074918,1,0
3,0.5,56,0.001700165,1,317.99294744,317.99294744,123.963120474,1,0
3,0.5,57,0.003646512,1,513.856197395,513.856197395,239.113959329,1,0
3,0.5,58,0.004239901,1,504.389345504,504.389345504,236.031131912,1,0
3,0.5,59,0.002821099,1,371.131245787,371.131245787,207.974791543,1,0
3,0.5,60,0.002431172,1,371.483379986,371.483379986,165.074542636,1,0
3,0.5,61,0.00219502,1,365.247439938,365.247439938,162.275028976,1,0
3,0.5,62,0.003510547,1,472.16095944,472.16095944,282.774808148,1,0
3,0.5,63,0.004224891,1,589.047264988,589.047264988,247.60521936,1,0
3,0.5,64,0.003504404,1,446.191199614,446.191199614,326.878542694,1,0
3,0.5,65,0.001714803,1,276.728987528,276.728987528,112.918558161,1,0
3,0.5,66,0.00590002,1,649.101279042,649.101279042,296.73832729,1,0
3,0.5,67,3.671163755,1,491.967252648,493.424574208,239.228391832,955,0
3,0.5,68,0.004746356,1,647.869749172,647.869749172,278.236482459,1,0
3,0.5,69,0.004360304,1,556.019486131,556.019486131,253.696187924,1,0
3,0.5,70,0.003010944,1,459.468043335,459.468043335,255.542316632,1,0
3,0.5,71,0.004613106,1,560.658876996,560.658876996,279.333518969,1,0
3,0.5,72,0.056934064,1,407.416893567,407.880164661,208.331431671,6,0
3,0.5,73,0.003455154,1,487.998479671,487.998479671,229.214950973,1,0
3,0.5,74,0.002332196,1,384.471921937,384.471921937,181.073485604,1,0
3,0.5,75,0.003218401,1,441.008907076,441.008907076,210.448609155,1,0
3,0.5,76,0.003067009,1,445.353547329,445.353547329,189.185803112,1,0
3,0.5,77,0.002641293,1,416.36933509,416.36933509,160.906734826,1,0
3,0.5,78,0.002379455,1,276.426993253,276.426993253,210.120394928,1,0
3,0.5,79,0.003485711,1,490.813975464,490.813975464,214.54246802,1,0
3,0.5,80,0.003847838,1,533.849889032,533.849889032,182.785642942,1,0
3,0.5,81,0.002629622,1,394.486467556,394.486467556,202.552432901,1,0
3,0.5,82,0.00214706,1,364.491081933,364.491081933,171.715903803,1,0
3,0.5,83,0.004038664,1,527.8524711,527.8524711,244.578408109,1,0
3,0.5,84,0.001491426,1,315.452322263,315.452322263,124.36833616,1,0
3,0.5,85,0.002550163,1,404.796110663,404.796110663,165.110618177,1,0
